MedianIncome,HouseAge,NoOfRooms,NoofBedrooms,price,property_type,high_value
4.1786,42,5,2,2.711,house,1
4.1029,52,6,3,5.00001,house,1
2.9293,52,5,3,3.5,house,1
3.0265,52,5,3,3.5,house,1
3.7419,52,6,3,5.00001,house,1
3.7887,52,5,3,5.00001,house,1
2.7431,51,4,3,3.071,house,1
3.7292,52,5,3,4.167,house,1
4.75,52,5,3,5.00001,house,1
2.8125,52,6,3,5.00001,house,1
3.9688,52,6,3,4.833,house,1
3.5221,52,5,3,4.433,house,1
4.1339,52,5,3,3.964,house,1
3.129,48,5,3,3.75,house,1
4.1148,52,5,3,4.578,house,1
3.1653,44,5,3,3.353,house,1
3.2028,32,5,3,3.229,house,1
3.6148,46,5,3,3.522,house,1
9.1881,52,8,3,5.00001,house,1
6.1407,52,7,3,5.00001,house,1
10.7058,52,9,2,5.00001,house,1
3.4236,52,5,3,3.768,house,1
3.4605,52,5,2,4.417,house,1
3.2396,52,5,3,3.75,house,1
2.8553,52,5,3,3.607,house,1
3.9375,52,5,3,4.029,house,1
4.1635,52,6,3,3.984,house,1
4.0652,52,6,2,4.213,house,1
3.1989,52,5,3,4.469,house,1
3.1392,52,5,3,4.224,house,1
4.0208,52,6,3,4.146,house,1
4.1856,52,6,2,4.047,house,1
3.8571,52,6,3,3.667,house,1
3.4883,52,5,3,3.372,house,1
4.218,52,6,3,3.938,house,1
3.8899,52,5,3,3.485,house,1
3.5588,50,6,3,3.464,house,1
3.5865,52,6,3,3.114,house,1
3.0877,47,5,2,3.291,house,1
3.0278,52,6,3,3.563,house,1
3.7036,52,6,2,3.692,house,1
4.125,52,6,3,3.595,house,1
2.6719,52,5,3,3.185,house,1
3.6429,42,6,3,3.284,house,1
4.2414,49,5,2,5.00001,house,1
3.5833,50,5,2,3.485,house,1
3.9954,52,5,3,3.247,house,1
5.0562,52,6,3,3.367,house,1
3.5833,52,6,3,3.229,house,1
3.7167,46,5,3,3.328,house,1
4.7328,45,6,3,3.511,house,1
4.0353,47,6,3,3.422,house,1
2.9201,32,4,3,3.222,house,1
3.4051,45,6,3,5.00001,house,1
15.0001,52,8,2,5.00001,house,1
3.527,17,4,3,3.189,house,1
1.2387,42,5,3,2.128,duplex,1
2.7083,10,5,3,1.804,duplex,1
10.2264,52,5,2,2.25,duplex,1
6.1359,26,6,2,2.25,duplex,1
4.2708,47,7,3,2.071,duplex,1
3.3625,47,5,2,2.237,duplex,1
0.9365,28,4,3,0.525,flat,0
1.1094,49,4,3,0.525,flat,0
1.2904,46,4,2,0.633,flat,0
1.2411,52,4,3,1.125,flat,0
0.8738,52,4,3,0.75,flat,0
2.2024,9,4,3,0.45,flat,0
1.7875,24,4,3,0.768,flat,0
2.3393,48,6,3,0.776,flat,0
1.2962,52,4,3,1.102,flat,0
1.3438,48,4,3,1.031,flat,0
1.3191,50,4,3,0.923,flat,0
1.125,31,4,3,1.104,flat,0
3.6591,52,6,2,1.051,flat,0
1.7788,52,5,3,0.974,flat,0
3.226,52,6,2,1.076,flat,0
3.3466,52,6,2,0.926,flat,0
1.65,47,5,3,0.66,flat,0
1.425,43,4,3,0.613,flat,0
1.7212,43,4,3,0.59,flat,0
1.8261,52,5,2,0.546,flat,0
1.7386,38,5,3,0.52,flat,0
1.4688,44,4,2,0.568,flat,0
1.7039,48,5,3,0.527,flat,0
0.696,52,6,3,0.425,flat,0
2.0303,40,5,3,0.638,flat,0
1.2625,40,5,3,0.43,flat,0
1.9531,41,4,3,0.45,flat,0
1.3417,40,5,3,0.608,flat,0
2.375,52,5,3,0.675,flat,0
2.625,36,3,2,0.55,flat,0
3.6094,52,7,3,1.184,flat,0
3.1845,47,5,2,0.872,flat,0
2.0398,46,5,2,0.881,flat,0
2.5488,42,5,3,0.803,flat,0
2.1284,27,5,3,0.594,flat,0
1.7885,36,6,3,0.621,flat,0
2.7656,5,7,3,0.5,flat,0
3.765,33,6,3,0.946,flat,0
3.0354,23,5,3,1.137,flat,0
3.1406,33,6,3,0.939,flat,0
3.9922,32,6,2,2.474,house,1
5.8995,21,7,2,1.899,duplex,1
3.066,37,5,2,0.941,flat,0
3.4625,36,6,3,0.846,flat,0
3.5404,38,6,3,0.916,flat,0
3.3235,46,6,2,0.878,flat,0
2.9107,43,6,3,0.888,flat,0
2.5195,20,6,3,0.926,flat,0
3.5703,43,5,2,0.874,flat,0
2.0043,36,6,3,0.908,flat,0
3.0625,47,6,3,1.415,duplex,0
4.061,52,6,3,1.136,flat,0
5.1915,42,6,2,1.837,duplex,1
3.6667,45,6,3,1.231,flat,0
2.625,42,4,2,0.654,flat,0
1.7794,52,6,3,0.988,flat,0
2.5043,49,5,3,0.767,flat,0
4.175,47,6,3,0.983,flat,0
2.2981,52,6,3,1.054,flat,0
3.4141,41,6,3,0.906,flat,0
2.6673,38,6,3,0.875,flat,0
2.6364,39,6,3,0.938,flat,0
2.8854,42,6,3,0.557,flat,0
2.1265,32,5,3,0.557,flat,0
2.5714,43,5,2,0.7,flat,0
2.6812,43,6,3,0.728,flat,0
2.1429,52,6,3,0.699,flat,0
1.6944,45,5,3,0.752,flat,0
1.1141,39,5,3,0.544,flat,0
2.5,43,4,2,0.636,flat,0
1.962,43,5,3,0.527,flat,0
2.5625,52,7,3,0.542,flat,0
0.9782,41,4,3,0.542,flat,0
1.5329,39,5,2,0.483,flat,0
2.5536,31,5,3,0.505,flat,0
1.7895,34,5,3,0.631,flat,0
2.3056,43,6,3,0.623,flat,0
3.0352,41,6,3,0.698,flat,0
2.0375,41,5,2,0.75,flat,0
1.7898,35,5,3,0.635,flat,0
2.0817,40,5,2,0.553,flat,0
1.725,44,5,3,0.593,flat,0
2.1583,39,5,3,0.62,flat,0
1.275,41,6,3,0.54,flat,0
2.5234,40,6,3,0.628,flat,0
2.4866,26,5,3,0.683,flat,0
1.9187,29,4,2,0.577,flat,0
1.9402,46,5,3,0.622,flat,0
3.7734,36,6,3,0.638,flat,0
1.7798,30,6,3,0.659,flat,0
2.8705,5,6,3,1.136,flat,0
2.0893,21,5,2,0.65,flat,0
2.3269,28,5,3,0.559,flat,0
2.0833,31,5,2,0.483,flat,0
1.4583,33,4,2,0.53,flat,0
1.7574,43,5,3,0.517,flat,0
2.125,24,6,3,0.612,flat,0
1.9375,35,5,3,0.567,flat,0
2.1705,36,5,2,0.603,flat,0
1.8814,40,5,3,0.577,flat,0
2.551,37,5,3,0.591,flat,0
2.7829,24,5,3,0.618,flat,0
2.1591,23,5,3,0.678,flat,0
2.4412,30,6,3,0.616,flat,0
3.1053,12,4,2,0.731,flat,0
1.69,31,6,3,0.659,flat,0
2.4667,21,6,3,0.814,flat,0
1.7694,28,5,3,0.739,flat,0
1.1964,33,5,3,0.804,flat,0
2.1991,47,5,3,0.672,flat,0
2.875,37,5,2,0.577,flat,0
1.6563,37,5,3,0.572,flat,0
1.5539,44,6,3,0.592,flat,0
2.625,36,6,3,0.892,flat,0
2.401,37,5,2,0.584,flat,0
1.9875,30,6,3,0.564,flat,0
2.625,31,5,2,0.721,flat,0
2.4097,19,5,3,0.66,flat,0
1.8958,28,6,3,0.857,flat,0
5.3224,17,7,3,2.258,duplex,1
3.675,22,6,3,1.524,duplex,0
3.4231,6,5,3,1.238,flat,0
10.0088,15,8,3,2.42,house,1
3.5982,15,5,2,0.944,flat,0
4.0221,16,5,3,1.733,duplex,0
2.3339,16,4,3,0.871,flat,0
4.5278,16,6,2,1.669,duplex,0
3.2872,17,5,3,1.75,duplex,0
5.318,27,7,2,1.551,duplex,0
4.0444,32,6,3,1.292,flat,0
3.2889,32,6,3,0.989,flat,0
5.9191,36,7,3,1.519,duplex,0
2.6765,20,6,3,0.964,flat,0
2.7045,36,5,2,1.028,flat,0
2.0091,21,4,3,1.015,flat,0
2.213,22,5,3,0.875,flat,0
3.1369,14,5,3,1.196,flat,0
2.5,15,5,3,1.759,duplex,0
3.9615,11,6,3,1.946,duplex,1
6.556,14,6,2,2.347,house,1
1.3729,15,4,3,1.103,flat,0
5.143,9,7,3,1.765,duplex,0
2.7031,10,5,3,1.5,duplex,0
4.2589,8,6,3,1.349,flat,0
5.3002,8,7,3,1.917,duplex,1
4.3008,33,7,3,1.364,flat,0
5.1202,30,7,2,1.338,flat,0
3.1827,31,6,3,1.621,duplex,0
4.3008,37,6,2,1.198,flat,0
4.4063,20,6,3,1.308,flat,0
4.918,19,6,3,1.306,flat,0
5.5427,4,7,2,1.621,duplex,0
5.5842,5,7,2,1.591,duplex,0
3.7206,12,7,3,1.46,duplex,0
5.0285,9,7,3,1.482,duplex,0
5.6147,16,8,3,2.447,house,1
3.6083,16,6,2,1.464,duplex,0
4.6477,15,8,3,1.427,duplex,0
2.2961,10,5,2,1.267,flat,0
4.875,16,7,2,1.431,duplex,0
4.5179,15,7,3,1.456,duplex,0
5.1878,10,7,2,1.539,duplex,0
5.7201,8,8,3,1.557,duplex,0
4.9861,12,8,3,1.335,flat,0
2.8403,16,7,3,1.323,flat,0
4.1739,16,6,2,1.313,flat,0
3.7375,14,5,2,1.388,flat,0
3.428,15,6,3,1.407,flat,0
4.1719,5,5,3,2.061,duplex,1
3.5684,7,5,3,0.787,flat,0
4.5,30,6,2,0.928,flat,0
3.7413,24,6,3,1.053,flat,0
2.5742,25,5,2,0.984,flat,0
3.5379,26,6,3,0.991,flat,0
2.5212,18,5,3,1.1,flat,0
1.9698,12,5,3,1.123,flat,0
1.886,23,5,3,1.053,flat,0
1.7774,23,4,3,1,flat,0
3.2788,29,6,3,1,flat,0
2.6495,27,6,3,1.162,flat,0
4.3958,35,6,2,1.084,flat,0
3.9792,19,6,3,1.319,flat,0
2.7981,24,5,3,0.921,flat,0
3.994,30,6,2,0.955,flat,0
3.0729,23,5,3,1.048,flat,0
2.8348,22,5,3,1.016,flat,0
1.4274,22,4,3,0.905,flat,0
4.0156,8,7,3,1.176,flat,0
3.1471,13,6,3,1.028,flat,0
4.0227,10,7,3,1.077,flat,0
3.1779,16,5,2,0.973,flat,0
2.2672,16,6,3,0.911,flat,0
3.0907,11,6,3,0.941,flat,0
2.5842,7,5,3,1.113,flat,0
3.9265,11,5,2,1.074,flat,0
2.5437,12,6,3,0.99,flat,0
2.5473,16,5,2,1.063,flat,0
2.505,11,6,3,0.95,flat,0
2.8523,4,5,3,0.875,flat,0
2.375,4,5,3,1.245,flat,0
4.4871,2,7,3,1.379,flat,0
3.175,8,5,3,0.959,flat,0
3.75,10,4,2,1.208,flat,0
3.4107,26,6,3,0.828,flat,0
2.9821,32,7,3,1.55,duplex,0
1.15,52,5,3,1.125,flat,0
3.5735,25,6,3,1.068,flat,0
4.9861,26,7,3,2.018,duplex,1
2.6994,16,5,2,1.125,flat,0
6.1805,32,8,3,2.479,house,1
5.5376,42,7,3,2.125,duplex,1
6.6605,29,8,3,2.207,duplex,1
2.8167,35,7,3,1.621,duplex,0
2.4342,22,6,2,1.25,flat,0
2.8958,21,8,3,1.35,flat,0
2.3333,27,5,3,0.875,flat,0
2.4688,25,5,2,1.268,flat,0
5.5693,38,8,3,1.531,duplex,0
5.0362,27,7,3,1.813,duplex,1
6.0582,39,5,2,1.577,duplex,0
3.225,35,7,3,1.771,duplex,0
1.4732,28,5,2,1.563,duplex,0
3.3882,44,8,3,1.25,flat,0
2.4674,31,6,3,1.309,flat,0
3.6389,28,6,3,1.304,flat,0
2.7958,32,6,3,0.59,flat,0
2.1513,27,5,3,0.997,flat,0
1.125,20,6,3,1.5,duplex,0
4.75,21,5,2,1.214,flat,0
2.8676,30,7,3,0.769,flat,0
2.5625,35,7,3,1.469,duplex,0
2.625,16,9,3,1.375,flat,0
3.1719,42,5,2,1.583,duplex,0
0.9614,28,6,3,0.557,flat,0
1.6458,43,5,3,0.836,flat,0
2.9531,34,5,2,1.04,flat,0
2.9,38,6,3,1.25,flat,0
5.7485,26,6,2,1.625,duplex,0
2.6563,29,5,2,1.031,flat,0
3.65,49,4,2,1.625,duplex,0
2.2891,31,7,3,1.625,duplex,0
2.6842,44,6,3,1.563,duplex,0
2.2619,13,6,3,1.235,flat,0
2.0284,35,6,3,0.963,flat,0
4.3553,42,7,3,1.857,duplex,1
3.5,14,6,3,2.408,house,1
5.5942,5,7,3,1.869,duplex,1
5.5057,32,7,3,1.472,duplex,0
3.9323,5,7,3,1.301,flat,0
3.95,22,7,3,1.781,duplex,0
3.6312,48,9,3,2.028,duplex,1
6.4562,23,8,3,2.3,duplex,1
2.0625,35,5,2,1.55,duplex,0
2.0694,31,7,2,1.75,duplex,0
3.1917,21,6,2,2.045,duplex,1
3.0592,28,6,3,1.528,duplex,0
3.875,27,7,2,1.274,flat,0
3.2123,17,5,2,1.207,flat,0
3.2338,34,6,3,1.018,flat,0
2.515,34,6,3,1.108,flat,0
2.3917,31,6,3,1.135,flat,0
2.8942,27,6,2,1.167,flat,0
3.2303,23,6,3,1.318,flat,0
4.8787,23,7,3,1.753,duplex,0
3.3987,37,6,3,0.995,flat,0
2.2883,33,4,2,0.869,flat,0
2.125,40,5,3,1.375,flat,0
4.119,38,6,2,1.288,flat,0
4.0625,48,6,2,1.432,duplex,0
2.1979,52,5,3,1.141,flat,0
2.1771,40,5,3,0.982,flat,0
2.5401,32,5,2,1.254,flat,0
2.8237,34,6,3,1.107,flat,0
2.4949,44,6,3,1.08,flat,0
5,20,7,3,1.548,duplex,0
5.0528,26,7,2,1.537,duplex,0
3.9607,18,6,3,1.325,flat,0
7.6889,11,7,2,2.293,duplex,1
4.196,5,6,3,1.717,duplex,0
2.4482,11,5,3,1.03,flat,0
3.8825,10,6,3,1.368,flat,0
3.8672,15,6,3,1.201,flat,0
2.5556,13,5,2,1.331,flat,0
3.775,14,6,3,1.633,duplex,0
1.9238,39,4,2,0.707,flat,0
2.5587,37,5,3,0.878,flat,0
2.2188,38,4,3,0.688,flat,0
1.8575,27,5,3,0.738,flat,0
3.2993,25,6,3,0.911,flat,0
4.2448,4,7,3,1.509,duplex,0
3.1284,8,5,3,1.151,flat,0
2.3,16,5,2,1.333,flat,0
3.5333,10,6,3,1.168,flat,0
1.75,35,5,3,0.829,flat,0
2.0875,25,4,3,0.831,flat,0
3.3929,28,6,3,1.13,flat,0
3.475,24,7,3,1.512,duplex,0
4.0924,19,6,3,2.442,house,1
3.6398,27,6,3,1.467,duplex,0
2.4906,31,7,3,1.225,flat,0
3.5774,14,6,3,1.139,flat,0
3.6528,13,7,2,2,duplex,1
4.0365,18,6,3,1.742,duplex,0
2.9875,19,7,3,1.663,duplex,0
2.4545,23,6,2,1.05,flat,0
3.7687,27,6,2,1.652,duplex,0
4.8125,21,8,3,1.611,duplex,0
4.7069,27,7,3,1.769,duplex,0
3.275,17,6,3,1.565,duplex,0
2.9241,32,7,3,1.875,duplex,1
4.517,21,6,2,1.522,duplex,0
3.4265,36,5,3,1.589,duplex,0
2.9083,32,6,3,1.134,flat,0
3.6107,13,6,2,1.413,flat,0
2.7857,20,6,3,1.109,flat,0
2.883,28,6,3,1.419,duplex,0
3.8534,32,6,3,1.576,duplex,0
2.5643,32,7,3,2,duplex,1
2.683,24,6,3,1.694,duplex,0
2.4598,31,5,2,0.971,flat,0
3.4643,28,5,3,0.909,flat,0
2.3924,35,6,3,1.022,flat,0
3.6016,21,6,3,1.346,flat,0
3.3158,40,5,2,1.259,flat,0
4.4213,11,8,3,1.827,duplex,1
3.3578,35,6,2,1.49,duplex,0
4.1833,22,7,3,1.921,duplex,1
3.4426,7,6,3,1.39,flat,0
3.4009,22,7,3,1.824,duplex,1
2.6368,34,6,3,1.656,duplex,0
3.6378,17,6,3,1.261,flat,0
2.1186,28,5,3,0.944,flat,0
2.125,37,5,3,0.919,flat,0
2.995,18,5,2,1.243,flat,0
2.7443,31,5,3,0.942,flat,0
2.1786,44,5,2,1.208,flat,0
1.4853,45,6,3,1.018,flat,0
1.6724,33,5,2,0.969,flat,0
2.6053,33,5,3,0.992,flat,0
5.193,8,7,2,1.721,duplex,0
3.7546,28,6,3,1.353,flat,0
3.5625,24,6,3,1.308,flat,0
2.4798,36,6,3,1.015,flat,0
4.0972,37,6,3,1.018,flat,0
5.0369,12,6,2,1.639,duplex,0
3.5365,22,6,3,1.118,flat,0
3.8472,35,7,3,1.976,duplex,1
4.4423,18,7,3,1.614,duplex,0
7.3718,26,6,3,2.125,duplex,1
2.7321,8,6,3,1.75,duplex,0
1.9464,16,5,2,1.125,flat,0
4.8229,20,6,2,1.583,duplex,0
4.075,7,7,3,1.95,duplex,1
2.7083,16,6,3,1.739,duplex,0
1.6111,13,5,3,0.741,flat,0
1.7228,36,5,3,1.05,flat,0
2.5025,38,5,2,1.019,flat,0
4.0815,21,6,3,1.179,flat,0
4.4766,5,8,3,1.694,duplex,0
2.7734,23,6,3,1.168,flat,0
2.2254,11,5,3,1.308,flat,0
3.5595,6,5,3,1.61,duplex,0
4.2431,15,6,2,1.371,flat,0
4.0125,20,6,3,1.215,flat,0
3.1964,13,5,3,1.415,duplex,0
5.5591,16,7,2,1.493,duplex,0
4.6821,8,6,2,1.385,flat,0
4.9271,14,6,3,1.553,duplex,0
4.0208,28,6,3,1.557,duplex,0
5.1047,9,7,3,1.579,duplex,0
2.2391,35,6,3,1.2,flat,0
3.1429,36,7,3,1.792,duplex,0
3.7292,6,5,3,4.75,house,1
2.6458,26,6,3,1.275,flat,0
2.5156,32,5,3,0.863,flat,0
3.65,10,6,3,1.194,flat,0
4.1298,19,6,3,2.228,duplex,1
4.15,20,6,3,3.224,house,1
2.6181,24,5,3,1.635,duplex,0
5.0176,19,7,2,2.742,house,1
4.3229,18,6,2,3.273,house,1
5.1629,20,7,3,2.229,duplex,1
5.75,2,11,3,2.402,house,1
6.0389,5,9,3,2.151,duplex,1
4.3696,7,7,3,1.707,duplex,0
4.1855,18,6,3,1.621,duplex,0
3.5242,33,6,2,1.214,flat,0
4.8021,45,6,3,1.335,flat,0
2.825,38,6,3,1.525,duplex,0
3.15,35,6,2,1.532,duplex,0
4.3687,33,6,3,1.287,flat,0
3.1333,34,5,2,1.32,flat,0
2.75,41,6,3,1.273,flat,0
3.3611,42,5,2,1.176,flat,0
3.0865,52,5,2,1.198,flat,0
3.5789,40,5,3,1.104,flat,0
2.1424,30,5,3,1.25,flat,0
3.6312,7,5,3,1.476,duplex,0
5.0443,5,7,3,1.948,duplex,1
4.6173,15,7,3,1.648,duplex,0
3.5096,33,5,2,1.417,duplex,0
4.2768,29,6,2,1.513,duplex,0
3.4821,16,6,3,1.706,duplex,0
1.1957,19,4,3,1.031,flat,0
1.6937,52,5,3,1.083,flat,0
1.725,52,4,2,1.115,flat,0
3.1319,25,5,3,1.125,flat,0
5.3321,7,8,3,2.081,duplex,1
2.9955,40,5,3,1.347,flat,0
5.9934,2,10,3,1.967,duplex,1
1.9792,22,5,3,0.63,flat,0
4.3015,21,6,3,2.5,house,1
4.6625,14,6,3,2.94,house,1
3.8158,14,7,3,2.487,house,1
3.23,11,12,4,1.543,duplex,0
2.2165,15,5,3,0.906,flat,0
1.6303,14,5,3,1.449,duplex,0
2.0076,38,6,3,1.14,flat,0
2.4567,43,6,3,1.4,flat,0
2.9167,35,6,3,1.617,duplex,0
3.3472,31,7,3,1.952,duplex,1
4.2841,8,8,3,2.567,house,1
3.8661,6,6,3,1.681,duplex,0
2.6528,9,6,3,1.135,flat,0
2.9926,9,6,3,1.582,duplex,0
3.7303,9,7,3,1.627,duplex,0
2.811,15,7,3,1.421,duplex,0
4.475,13,7,3,2.069,duplex,1
3.24,9,7,3,2.646,house,1
3.8019,13,7,3,2.712,house,1
3.4799,16,7,3,3.208,house,1
3.6908,23,8,3,2.788,house,1
2.3075,27,6,3,1.842,duplex,1
2.7344,23,6,3,1.883,duplex,1
2.7043,21,6,3,1.862,duplex,1
3.0187,16,6,3,2.781,house,1
3.7738,18,8,3,2.794,house,1
2.6864,30,8,3,2.836,house,1
2.8173,21,6,3,2.269,duplex,1
2.7266,28,7,3,2.668,house,1
2.6205,27,6,3,2.211,duplex,1
2.5552,34,6,3,2,duplex,1
1.65,29,5,3,2.273,duplex,1
3.6412,15,6,3,2.078,duplex,1
4.4766,14,6,3,1.927,duplex,1
3.3958,12,6,3,2.158,duplex,1
3.2226,11,5,3,1.832,duplex,1
3.4762,15,5,3,1.896,duplex,1
3.588,16,7,3,2.663,house,1
3.526,17,6,3,1.839,duplex,1
2.8493,23,6,2,1.961,duplex,1
4.9359,15,7,3,3.177,house,1
2.5172,16,7,3,2.939,house,1
3.587,20,7,3,3.3,house,1
3.2112,20,7,3,2.045,duplex,1
3.1818,36,7,3,2.496,house,1
1.9647,23,5,3,2.536,house,1
1.7031,16,4,2,1.95,duplex,1
1.0298,20,3,2,3,house,1
6.3144,28,7,3,3.288,house,1
1.4492,29,4,3,2.229,duplex,1
2.5455,32,4,3,1.659,duplex,0
4.2411,27,7,3,2.589,house,1
2.5129,15,5,3,2.259,duplex,1
2.1507,21,5,3,2.215,duplex,1
5.156,23,7,2,2.513,house,1
2.084,39,4,3,2.333,house,1
1.4036,31,4,3,2.096,duplex,1
2.1786,46,5,3,2.063,duplex,1
2.6208,52,4,3,2.271,duplex,1
2.8009,46,5,3,1.926,duplex,1
1.6875,33,4,2,1.742,duplex,0
3.7337,17,5,3,2.082,duplex,1
2.2656,15,5,3,2.262,duplex,1
2.2165,32,5,3,2.317,house,1
4.6719,24,7,3,3.37,house,1
3.25,37,5,3,2.25,duplex,1
2.2847,26,7,3,2.47,house,1
3.0833,44,6,2,2.193,duplex,1
4.625,20,6,3,2.218,duplex,1
4.6071,14,6,3,2.399,house,1
5.4287,9,7,3,3.316,house,1
3.2464,26,6,3,2.08,duplex,1
2.794,15,5,3,2.625,house,1
4.2639,46,10,3,3.5,house,1
5.0267,5,7,3,2.533,house,1
2.2868,16,6,3,2.337,house,1
1.6563,16,6,2,0.425,flat,0
3.7635,14,6,3,3.362,house,1
5.9676,13,8,3,3.8,house,1
3.5352,17,7,3,3.578,house,1
3.0938,34,6,3,2.459,house,1
1.9653,41,6,3,2.361,house,1
1.7878,16,5,3,0.55,flat,0
4.849,7,7,3,2.75,house,1
4.6776,8,7,3,2.955,house,1
4.4033,15,7,3,2.676,house,1
2.8824,39,6,3,1.952,duplex,1
3.5242,18,6,3,1.568,duplex,0
3.155,25,6,3,2.054,duplex,1
3.4509,22,6,3,2.177,duplex,1
2.5792,16,5,3,1.638,duplex,0
2.1702,27,6,3,1.797,duplex,0
2.2625,17,5,3,1.53,duplex,0
3.5744,20,6,2,1.978,duplex,1
2.6974,31,5,3,1.654,duplex,0
2.7301,16,5,3,1.904,duplex,1
2.9821,12,5,3,1.62,duplex,0
3.3062,11,6,3,1.585,duplex,0
2.9615,19,6,3,1.781,duplex,0
2.7128,26,6,3,2.099,duplex,1
2.0292,18,5,3,1.558,duplex,0
2.655,22,5,3,1.6,duplex,0
2.1042,19,6,3,2.683,house,1
2.4003,14,6,3,1.421,duplex,0
3.0536,17,5,3,1.436,duplex,0
2.6875,16,6,3,1.782,duplex,0
1.4726,37,6,3,1.063,flat,0
4.6167,13,7,3,2.731,house,1
3.3603,14,7,3,2.802,house,1
4.3611,11,6,2,3.297,house,1
4.5461,16,8,3,2.708,house,1
3.851,16,7,3,3.15,house,1
4.0403,16,7,3,3.461,house,1
2.8203,24,5,3,1.526,duplex,0
2.9375,29,6,3,1.448,duplex,0
3.5682,10,7,3,2.773,house,1
2.9798,17,6,2,2.048,duplex,1
2.925,26,6,3,1.814,duplex,1
4.3218,17,6,3,2.091,duplex,1
3.7672,19,6,3,1.738,duplex,0
3.2813,15,6,3,1.75,duplex,0
3.3125,19,6,3,1.639,duplex,0
2.8285,17,5,3,1.713,duplex,0
3.225,19,6,3,1.669,duplex,0
2.5437,6,5,3,1.464,duplex,0
4.1375,16,7,3,2.224,duplex,1
2.7798,15,6,3,2.058,duplex,1
3.3438,18,6,3,1.761,duplex,0
3.9063,18,6,3,1.848,duplex,1
4.5179,17,7,2,2.256,duplex,1
3.5,10,6,3,1.721,duplex,0
3.6667,7,6,3,2.506,house,1
5.2508,12,8,3,2.929,house,1
5.0947,12,7,3,2.675,house,1
3.0602,29,7,3,0.698,flat,0
3.1641,17,6,3,1.586,duplex,0
4.1875,15,7,3,2.616,house,1
2.1154,8,5,3,1.172,flat,0
3.3816,36,5,3,2.534,house,1
4.1146,41,5,3,2.722,house,1
5.966,48,5,2,3.152,house,1
2.4113,23,5,3,2.142,duplex,1
3.6827,44,5,3,2.153,duplex,1
4.6098,24,6,3,2.904,house,1
4.7708,19,5,3,2.817,house,1
4.9318,6,6,3,2.581,house,1
4.0125,46,5,3,2.301,duplex,1
4.5417,50,6,2,2.337,house,1
4.7639,49,6,3,2.515,house,1
5.1788,16,6,3,2.67,house,1
3.5035,37,4,3,2.386,house,1
4.0833,35,5,2,2.667,house,1
3.3214,37,5,3,2.432,house,1
3.6588,45,5,3,2.386,house,1
2.483,44,4,3,2.143,duplex,1
3.65,45,5,3,2.399,house,1
3.84,42,5,3,2.359,house,1
4.5341,44,6,3,2.365,house,1
3.5,37,5,3,2.244,duplex,1
3.1958,39,5,3,2.321,house,1
3.049,33,4,3,3.07,house,1
5.1149,39,6,3,3.142,house,1
6.1278,29,7,2,4.176,house,1
4.2472,36,6,3,2.925,house,1
4.6771,35,7,3,2.664,house,1
5.0659,35,6,2,2.38,house,1
5.2848,29,6,2,2.603,house,1
5.2811,36,7,3,2.877,house,1
4.5,36,6,2,2.756,house,1
3.4492,33,5,3,2.643,house,1
4.9375,35,7,3,2.77,house,1
4.7391,35,6,3,2.728,house,1
3.775,47,6,2,2.813,house,1
3.449,27,4,3,2.391,house,1
4.875,30,5,3,2.588,house,1
4.4821,42,6,2,2.524,house,1
4.2421,43,6,2,2.575,house,1
3.4375,26,4,3,2.777,house,1
2.9413,23,5,3,2.294,duplex,1
3.5909,35,5,2,2.561,house,1
4.6447,34,6,2,3.045,house,1
4.5337,31,6,3,3.067,house,1
5.5647,31,6,3,2.687,house,1
3.3906,15,5,3,3.037,house,1
5.1054,31,6,2,2.945,house,1
5.3311,34,6,3,2.708,house,1
2.964,14,4,3,3.197,house,1
3.0625,17,5,2,0.875,flat,0
4.4286,35,6,3,2.386,house,1
5.5845,20,6,2,3.043,house,1
5.7535,18,6,3,2.979,house,1
4.1303,16,4,3,1.465,duplex,0
5.4221,15,6,3,2.847,house,1
5.2573,21,6,3,3.229,house,1
4.7813,36,6,3,2.464,house,1
5.3446,35,6,3,2.633,house,1
5.3398,36,6,3,2.609,house,1
4.7755,36,6,3,2.807,house,1
3.9722,38,6,3,2.762,house,1
4.3039,29,5,3,2.784,house,1
3.1927,21,4,3,2.526,house,1
4.7639,36,6,3,2.656,house,1
4.425,35,5,2,2.684,house,1
5.1205,42,6,3,2.263,duplex,1
3.8438,37,6,3,2.507,house,1
4.7361,41,6,3,3.026,house,1
4.9236,28,6,3,2.735,house,1
4.125,36,6,2,3.276,house,1
4.475,32,4,3,2.467,house,1
3.0052,34,4,3,2.425,house,1
3.6667,40,5,3,2.188,duplex,1
4.6103,37,4,2,2.375,house,1
3.2833,44,3,2,2.333,house,1
3.5039,32,5,3,2.324,house,1
2.6631,26,4,3,2.44,house,1
4.5493,43,5,3,2.815,house,1
3.8565,39,5,3,2.398,house,1
4.1033,34,5,3,3.01,house,1
4.207,42,6,2,2.727,house,1
6.2498,19,7,3,3.533,house,1
5.3922,26,8,2,3.537,house,1
4.8096,16,6,3,2.62,house,1
4.5938,17,6,3,2.512,house,1
4.6452,27,6,3,2.362,house,1
5.4694,25,6,3,2.724,house,1
4.0556,20,5,3,2.75,house,1
4.2593,39,6,2,2.274,duplex,1
5.155,31,6,3,2.639,house,1
3.525,34,5,2,2.541,house,1
3.2446,31,5,3,2.346,house,1
