BatteryPower,InternalMemory,ClockSpeed,NoOfCores,RAM,TalkTime,DualSim,3G,4G,WiFi,Bluetooth,MobileDepth,MobileWeight,TouchScreen,ScreenHeight,ScreenWidth,FrontCameraPx,RearCameraPX,PxHeight,PxWeight,PriceRange
1954,7,0.6,3,3438,13,1,1,0,0,0,0.9,126,0,17,12,8,9,673,690,VeryHigh
1788,2,0.5,6,2655,4,1,1,1,1,1,0.3,150,0,12,2,15,20,472,1073,High
1628,33,0.5,6,3361,13,0,1,1,0,0,0.9,101,0,16,10,5,8,412,643,VeryHigh
1965,4,0.5,7,3535,16,0,1,1,1,0,1,84,1,17,0,6,9,977,1660,VeryHigh
833,27,2.2,1,2150,7,0,0,0,1,1,0.9,124,1,9,5,4,6,359,1395,Medium
571,43,0.6,3,2587,18,0,1,1,0,0,0.5,141,0,7,5,1,8,224,783,Medium
1808,31,0.5,2,2736,8,1,0,0,1,1,0.5,92,0,9,1,1,16,714,1208,VeryHigh
1860,55,0.5,6,676,4,1,1,1,1,0,0.7,83,0,15,0,2,3,195,799,Low
1368,9,1.6,7,2941,17,1,0,0,0,1,0.1,115,1,13,12,4,7,843,1145,VeryHigh
1161,21,1.3,8,3336,14,1,1,1,1,0,0.6,126,0,6,4,0,12,308,1169,VeryHigh
1224,33,1.6,1,3796,13,0,1,0,0,1,1,157,1,10,5,9,18,522,563,VeryHigh
902,63,0.6,5,3654,15,1,0,0,1,1,0.7,122,1,18,8,0,14,364,1360,VeryHigh
787,11,0.5,1,2934,14,0,1,0,1,1,0.6,93,0,8,6,15,16,806,1423,High
854,30,0.5,8,2889,11,0,0,0,1,0,0.5,125,0,5,2,2,5,518,1152,High
1184,48,1.5,1,3315,14,1,1,1,1,0,0.6,191,1,17,7,1,6,519,1577,VeryHigh
1973,39,1.6,4,1993,5,1,1,1,0,0,0.8,152,0,9,0,5,6,792,1181,High
510,35,1.7,3,2509,11,1,0,0,1,0,0.8,120,1,17,2,3,6,382,1228,Medium
966,34,2,2,3534,11,0,1,1,1,0,0.5,118,1,18,17,8,10,214,1523,VeryHigh
1438,16,1.8,8,2246,15,0,0,0,0,1,0.6,169,0,14,11,3,7,859,867,High
1986,51,0.5,3,3165,13,0,1,0,0,0,0.4,95,0,5,0,7,9,342,774,VeryHigh
1907,55,2,7,286,17,0,1,0,1,0,0.9,105,0,14,4,13,15,713,1513,Low
1489,32,2.4,1,776,8,1,0,0,0,0,0.6,200,0,7,6,8,16,172,812,Low
1843,16,1.8,6,3213,15,1,1,1,0,1,0.7,134,1,15,14,13,18,118,580,VeryHigh
825,38,1.5,3,716,14,0,0,0,0,1,0.4,94,1,11,4,11,18,540,783,Low
1286,16,2.3,2,424,4,0,1,1,0,1,0.1,98,1,10,5,10,18,18,662,Low
840,63,0.6,7,3486,18,0,1,1,0,0,0.8,137,1,12,8,0,19,987,1081,VeryHigh
757,58,2.3,4,3237,9,1,1,1,1,0,0.2,163,0,19,12,5,7,535,697,High
814,41,1.1,2,1944,12,1,1,0,0,1,0.8,177,0,16,6,2,10,1092,1406,Medium
1195,8,1.1,6,643,19,1,1,1,0,1,0.9,80,0,14,2,2,6,327,1001,Low
767,10,0.8,4,2317,12,0,1,1,1,0,0.5,107,1,6,0,7,12,517,1995,High
1068,52,1.3,8,1436,15,0,1,1,0,0,0.1,97,0,16,1,6,7,994,1500,Medium
994,56,2.8,3,3190,20,1,1,0,1,1,0.5,173,1,5,2,0,3,491,530,High
1550,21,2.5,2,2338,15,0,0,0,0,1,0.8,133,1,16,1,6,11,268,832,High
1878,29,0.5,8,1334,2,0,0,0,0,1,0.6,85,0,18,7,9,19,210,1026,Medium
623,6,2,3,3657,19,0,1,0,0,0,0.1,127,1,17,3,2,4,144,672,High
1829,15,0.5,5,2080,12,0,1,1,1,1,0.4,160,0,16,11,0,7,729,1267,High
525,35,2.4,7,1609,3,1,0,0,0,0,0.8,190,0,16,11,11,20,82,670,Low
1065,14,0.5,2,3078,18,0,1,1,1,1,0.7,89,0,10,1,0,2,188,928,High
1425,35,1.2,8,590,6,0,1,1,1,0,0.7,127,1,13,2,9,14,150,1897,Low
1296,11,1.4,7,2552,10,1,1,0,1,0,0.2,129,1,19,8,3,4,1222,1382,High
642,34,2.8,2,3355,13,0,0,0,0,0,0.8,197,0,12,5,3,15,331,1011,High
1664,15,2.9,7,1968,9,1,1,1,0,1,0.5,177,0,12,7,9,19,1178,1929,High
1498,8,0.7,7,3358,19,0,1,1,0,1,0.1,170,0,7,3,3,4,347,1076,VeryHigh
981,2,1.9,3,1539,19,1,0,0,0,1,0.1,136,0,19,12,0,7,75,688,Low
1236,32,2.8,4,942,14,0,1,1,1,1,0.3,143,1,16,12,6,18,492,1403,Low
1673,9,2.8,3,3669,10,1,1,0,1,0,0.1,187,0,9,1,7,10,65,734,VeryHigh
712,9,1.6,2,3612,4,0,1,1,0,1,0.8,172,0,13,5,6,14,881,1234,VeryHigh
569,4,0.5,3,2351,10,1,1,1,0,1,0.8,170,1,8,7,10,19,351,1159,Medium
603,64,0.7,6,604,8,1,1,1,1,1,0.2,156,1,10,4,0,0,1842,1968,Low
1332,11,0.8,2,1285,9,1,1,0,0,0,0.5,187,1,5,0,2,4,758,1165,Medium
1413,13,0.6,1,515,18,0,1,1,0,0,0.1,128,1,5,0,0,0,1323,1481,Low
1064,34,2.9,6,654,6,1,1,1,0,0,0.2,184,0,16,13,1,13,1175,1569,Low
1444,48,0.6,5,2540,15,0,1,0,1,0,0.5,82,1,17,2,2,17,1092,1554,VeryHigh
1366,53,1.7,5,3869,14,1,1,1,1,1,0.2,161,0,17,5,5,9,647,1876,VeryHigh
906,18,2.1,2,3412,16,1,1,0,0,0,0.1,136,0,13,8,7,11,1102,1793,VeryHigh
1554,47,2.7,5,509,19,1,1,1,0,0,0.7,185,0,12,3,3,12,319,1367,Low
1187,21,2.3,6,2547,5,0,1,1,0,0,0.2,122,1,10,3,0,6,215,1125,High
1156,30,2.7,3,2735,13,1,1,1,1,1,0.9,173,0,16,15,1,16,945,1913,High
1918,22,2.8,1,1369,6,0,0,0,1,0,0.3,139,1,9,6,1,5,381,1203,Medium
841,39,0.5,6,2942,16,1,0,0,1,1,0.1,199,1,11,5,8,13,546,828,High
730,6,1.3,7,2812,17,1,0,0,0,1,0.9,167,0,10,1,6,10,1096,1155,High
878,31,1.3,4,3497,11,0,1,1,0,1,0.5,153,1,9,7,13,18,575,618,High
1059,50,0.5,8,619,18,1,0,0,1,0,0.7,182,1,5,3,0,1,519,1545,Low
1578,3,2.9,1,3483,16,0,1,0,0,0,0.9,200,0,17,4,8,20,342,670,VeryHigh
1829,36,1.7,5,1475,7,0,0,0,0,0,0.8,112,0,11,4,0,1,291,563,Medium
1132,8,1,1,1950,6,0,0,0,1,0,0.1,157,1,11,2,0,4,1091,1293,Medium
1652,40,0.6,7,3592,6,1,1,1,0,0,1,198,0,7,6,4,6,352,1084,VeryHigh
912,58,0.5,5,3573,20,1,1,0,0,0,0.3,107,1,17,3,0,1,165,1723,VeryHigh
1181,61,2.3,2,2020,18,0,1,1,0,0,0.6,116,1,6,0,12,16,385,831,Medium
1497,32,0.7,3,1329,7,0,1,0,0,1,0.7,92,1,6,1,5,9,1920,1933,High
1790,49,2.3,3,3568,18,1,1,1,1,1,0.5,100,0,6,2,3,11,396,1980,VeryHigh
1742,49,1.6,1,1947,6,0,1,0,1,1,0.8,100,0,5,4,3,9,1134,1469,High
1549,8,0.5,5,1998,15,0,1,0,0,1,0.4,158,1,12,7,4,7,721,1514,High
1372,34,2.7,4,725,20,0,1,0,0,1,0.4,193,0,11,3,7,17,687,937,Low
1112,12,0.5,4,3302,20,0,1,1,1,0,0.9,190,1,11,0,0,6,777,1119,VeryHigh
1005,46,0.5,8,3884,20,0,0,0,1,0,0.4,133,1,17,0,0,17,176,1556,VeryHigh
783,27,1.7,6,1185,6,1,1,1,1,1,0.3,150,1,15,4,9,11,458,1263,Low
1698,26,2.5,2,1656,17,0,1,1,1,0,0.4,105,0,5,3,10,18,485,1819,High
899,53,2.7,4,2870,10,0,1,1,1,1,0.3,192,0,19,16,3,11,641,1638,High
1062,45,1.5,3,911,9,0,0,0,0,0,0.2,151,0,14,2,3,4,798,1435,Low
989,17,2,3,3892,19,0,1,0,0,1,0.2,166,1,18,7,4,19,256,1394,VeryHigh
1983,27,1.2,1,3897,10,1,1,1,1,1,0.6,125,1,12,10,6,11,370,1197,VeryHigh
1800,53,3,1,656,18,0,0,0,1,1,0.3,87,0,14,10,5,12,191,1108,Low
1254,45,1.7,3,606,2,0,1,1,1,0,0.4,146,1,7,2,0,3,1571,1956,Medium
868,30,1.7,4,1653,17,0,1,0,0,0,0.8,83,0,11,7,0,0,276,1026,Medium
1205,12,0.5,4,860,14,1,1,0,1,0,0.6,175,0,14,1,3,6,573,614,Low
1284,10,2.8,2,2197,9,1,0,0,1,1,0.9,155,1,16,2,0,14,160,516,Medium
626,23,0.7,2,3458,11,1,1,1,1,0,0.5,187,0,7,5,2,9,90,1334,High
1763,53,2.9,4,2066,17,1,1,1,1,0,0.2,101,1,12,9,1,20,138,806,Medium
694,36,1.8,4,3676,5,1,1,0,1,1,0.4,193,0,12,8,15,20,983,1230,VeryHigh
1265,49,0.6,1,1518,8,1,1,1,1,0,0.5,90,0,16,11,4,5,275,687,Medium
816,14,0.5,3,1018,15,0,1,0,0,1,0.9,198,0,17,10,4,13,149,558,Low
904,35,1.8,3,1360,11,0,1,1,0,0,0.4,168,0,15,12,3,4,42,507,Low
979,5,0.5,7,3449,14,1,1,1,0,0,0.5,164,0,5,2,0,2,793,1670,VeryHigh
1531,60,2,6,2524,7,0,1,1,0,0,0.4,162,0,13,11,0,1,625,765,High
934,30,2,8,703,7,1,0,0,1,0,0.7,182,0,10,8,2,15,521,1190,Low
1624,58,2.6,3,1251,18,1,0,0,1,1,1,200,1,13,4,0,11,1530,1744,Medium
874,8,1.3,1,582,15,0,0,0,0,0,0.5,185,0,6,4,5,20,442,1248,Low
1027,63,2.2,5,1732,13,0,0,0,1,1,0.8,102,1,8,5,0,4,152,714,Medium
1966,48,0.8,1,1252,19,1,1,1,1,0,0.2,144,1,6,4,15,16,1242,1973,High
1048,29,1.5,1,2146,2,0,1,1,0,1,1,182,0,11,10,2,4,29,1670,Medium
1496,38,1.9,4,1927,6,1,0,0,1,1,0.1,126,0,17,4,13,14,501,506,Medium
959,13,1.7,4,3328,10,0,1,0,1,1,0.4,155,1,10,9,15,16,87,736,High
1349,55,2.2,7,2462,17,1,1,0,1,1,0.1,105,0,15,7,5,7,648,1019,High
1689,13,2.4,2,1172,17,1,1,1,1,1,0.9,168,1,12,11,0,9,521,674,Low
1558,27,2.4,1,3598,12,0,1,1,1,1,0.1,146,0,9,2,0,1,120,1409,VeryHigh
582,27,0.5,3,2437,2,1,1,0,1,0,0.2,168,1,19,2,3,10,985,1420,High
1485,44,2.8,4,3271,8,0,1,1,0,0,0.1,138,1,14,12,3,14,341,774,VeryHigh
1991,9,1.8,3,1511,9,0,0,0,0,1,0.7,94,0,17,8,11,12,751,1377,Medium
553,23,0.5,3,2981,14,1,1,1,0,0,0.5,119,0,7,3,2,3,993,1517,High
1231,7,0.7,1,3119,15,1,1,0,0,0,0.9,113,1,9,4,2,7,43,1663,VeryHigh
805,34,0.8,6,3647,9,0,1,0,1,0,0.6,88,0,18,11,1,2,1262,1538,VeryHigh
764,13,1.2,8,3148,6,1,1,0,0,1,1,152,1,18,7,1,2,361,511,High
894,54,0.9,3,2829,13,0,1,1,1,0,0.2,130,0,11,5,5,15,104,541,High
1589,46,2.6,3,2373,20,0,1,0,0,0,0.4,84,1,11,9,9,16,618,940,High
1456,39,1.6,8,3998,13,1,1,1,0,0,0.1,80,1,6,3,9,10,815,1666,VeryHigh
743,33,0.5,2,316,4,1,1,1,0,0,0.3,95,0,19,10,0,1,1587,1659,Low
1061,52,2.1,7,999,9,0,1,1,0,1,0.1,109,1,16,12,3,4,138,1330,Low
1428,7,1.6,4,1808,13,0,0,0,0,1,0.1,153,1,12,8,0,2,584,983,Medium
674,8,2.8,3,589,4,1,1,1,0,1,0.2,93,1,18,6,0,0,750,772,Low
832,46,1.1,6,3317,19,0,1,1,0,0,0.3,93,1,8,0,0,0,820,1366,VeryHigh
1625,50,0.5,8,670,8,1,1,1,0,1,0.1,107,0,16,3,2,17,8,1219,Low
907,42,1.4,1,584,6,1,1,0,0,0,0.2,151,0,11,9,3,16,171,507,Low
1631,13,0.5,2,2173,8,0,1,1,0,0,0.5,166,1,12,3,2,16,960,1735,High
1584,41,1.3,4,1561,17,0,0,0,1,1,0.6,135,0,10,5,6,15,160,1291,Medium
1382,13,0.5,2,2073,9,0,1,1,1,1,0.3,199,0,16,7,7,18,612,719,Medium
633,46,1.4,6,1401,11,0,1,1,0,1,0.7,102,1,19,14,0,10,709,1915,Medium
1444,38,2.1,7,3764,10,0,0,0,0,1,0.4,104,0,14,9,9,16,624,917,VeryHigh
852,54,1.6,5,1275,12,1,1,1,1,1,0.4,147,0,13,7,6,7,538,730,Low
922,47,0.7,8,1464,12,0,1,1,1,1,1,157,0,17,4,0,14,1295,1808,Medium
1745,57,1.5,3,2885,5,1,1,1,1,0,0.1,159,1,13,11,4,16,1164,1908,VeryHigh
862,6,2.3,8,3458,9,0,1,1,1,0,0.1,107,1,9,4,9,14,829,1977,VeryHigh
1754,52,2.1,4,3019,19,1,1,1,1,1,1,101,0,11,6,1,3,199,1452,VeryHigh
1008,36,2.5,1,1083,6,0,0,0,0,0,1,109,0,6,4,3,14,825,1972,Medium
1569,33,0.5,1,3538,15,1,1,0,1,0,0.2,147,0,18,1,3,13,519,930,VeryHigh
1596,7,2.9,2,2493,13,1,1,0,1,0,0.7,149,1,14,12,7,9,169,1190,High
1807,61,0.5,6,3726,15,1,1,1,0,1,0.1,134,0,8,5,2,6,1734,1968,VeryHigh
1660,7,2.8,1,1531,7,1,0,0,0,0,0.8,184,0,12,0,4,6,76,1165,Medium
1861,55,0.9,7,601,4,0,1,1,0,1,0.5,148,0,7,5,4,8,1698,1877,Medium
648,8,1.9,5,2991,4,1,0,0,1,0,1,91,0,8,7,4,19,819,1997,High
1379,19,0.5,8,3912,19,1,0,0,1,0,0.3,134,1,11,2,1,17,387,671,VeryHigh
1910,34,1.7,2,309,10,0,0,0,1,1,0.6,115,0,8,4,0,0,985,1284,Low
1807,13,2,8,323,3,1,1,1,1,0,0.5,155,1,9,3,0,0,970,974,Low
1923,46,0.5,1,1489,3,1,1,0,1,0,0.5,191,1,10,9,7,10,767,1759,Medium
1345,38,3,3,1322,15,0,1,1,0,1,0.1,162,0,9,2,7,11,512,1465,Medium
904,14,1.6,8,1846,3,1,1,1,1,0,0.2,102,0,7,0,5,9,56,760,Medium
1239,52,1.2,2,417,6,1,1,1,1,0,0.9,122,0,8,0,5,10,590,661,Low
1330,52,0.9,4,3269,8,0,1,1,0,0,0.8,84,1,19,6,6,12,462,1304,VeryHigh
516,30,0.7,1,3731,15,1,0,0,0,1,0.9,138,0,17,13,1,12,126,698,High
672,54,0.5,4,667,14,1,0,0,0,1,0.9,95,0,17,8,0,11,578,1143,Low
892,47,0.5,1,1241,9,0,1,1,1,1,0.4,94,0,12,3,0,18,655,1782,Medium
1778,23,0.5,6,3941,13,0,1,1,0,0,0.5,101,0,19,6,0,11,1028,1445,VeryHigh
1130,58,2.5,5,1018,16,0,1,1,0,1,0.1,132,0,17,1,4,14,88,1261,Low
1359,59,0.6,2,3142,17,0,0,0,1,0,0.3,86,1,19,3,4,6,1692,1902,VeryHigh
1866,47,2.5,5,1444,20,1,1,1,0,1,0.8,89,0,7,4,3,9,358,1782,Medium
1597,34,2.3,1,934,9,0,0,0,0,0,0.4,89,1,16,10,11,14,64,1667,Low
1046,58,2.8,8,3863,9,1,1,1,1,1,0.2,100,1,17,12,0,0,259,1040,VeryHigh
1035,44,0.6,3,3506,12,1,1,1,0,0,0.5,99,1,14,5,2,3,236,1960,VeryHigh
1175,19,1.3,7,1944,9,0,1,0,0,1,0.3,164,1,9,4,2,9,873,1394,Medium
1261,11,0.5,4,348,14,1,1,1,1,1,0.2,90,0,14,9,0,0,858,1591,Low
1068,51,0.7,4,550,6,1,1,0,0,0,0.5,124,1,12,8,9,15,1405,1910,Low
1713,20,3,7,971,10,1,1,1,0,0,0.9,104,0,11,10,5,17,237,890,Low
1688,21,2.5,7,3984,8,0,1,1,1,0,0.2,170,1,17,14,0,0,650,864,VeryHigh
1413,45,0.5,5,2973,15,1,1,1,1,1,0.4,104,0,17,8,4,6,1949,1994,VeryHigh
559,11,0.5,5,2019,16,0,1,0,1,1,0.4,82,1,10,4,10,14,541,823,Medium
1483,19,2.6,7,1587,19,1,0,0,0,1,0.6,146,0,9,4,13,19,361,1552,Medium
860,48,1.6,7,1870,18,1,1,0,0,1,0.5,187,0,17,2,13,18,335,1463,Medium
1090,27,1.3,4,1352,11,1,0,0,0,0,0.1,91,1,5,1,5,16,1638,1910,Medium
686,3,0.5,6,570,19,0,0,0,0,1,0.3,91,1,7,6,11,15,1109,1392,Low
818,43,1.3,6,546,7,0,1,0,1,0,0.9,177,1,12,6,14,15,111,510,Low
1456,49,1.6,3,3624,16,1,1,0,0,0,0.2,193,1,12,11,5,20,1285,1427,VeryHigh
774,10,0.5,2,2944,2,1,1,1,1,0,0.5,188,1,8,6,2,9,1480,1731,High
1068,19,0.5,8,1209,12,1,1,1,0,0,0.9,197,1,19,12,0,9,322,875,Low
1373,29,1.9,6,2752,7,1,1,1,1,1,0.9,141,1,15,2,1,12,1220,1348,VeryHigh
1777,20,3,6,3868,7,0,0,0,1,1,0.6,188,1,5,1,3,5,511,616,VeryHigh
594,28,0.8,5,3087,4,0,1,1,1,0,0.1,132,1,16,4,2,3,1011,1263,High
1524,57,2.6,2,947,16,1,0,0,1,0,0.5,124,1,11,4,5,12,629,635,Low
511,50,0.6,3,1484,8,1,1,0,0,1,0.1,175,0,9,7,12,16,140,622,Low
1402,46,0.6,7,347,12,1,1,0,1,1,0.3,87,0,17,0,3,12,1081,1767,Low
965,53,0.5,8,3227,8,0,1,0,0,1,1,131,0,12,6,15,19,297,653,High
1270,58,2.3,5,3299,16,0,0,0,1,1,0.5,104,0,13,4,0,1,1512,1716,VeryHigh
919,13,0.5,1,1028,17,1,1,0,0,0,0.3,159,0,8,4,11,15,275,570,Low
1963,34,1,2,714,2,0,1,1,1,1,0.1,157,0,18,2,16,17,1136,1813,Medium
1977,31,1.3,8,2641,7,1,0,0,0,0,0.4,173,0,8,2,2,6,1145,1356,VeryHigh
1881,51,2.2,5,1229,14,0,1,0,0,0,0.3,158,0,12,0,4,7,477,1553,Medium
683,19,0.7,4,2622,5,0,0,0,1,0,0.9,173,0,16,3,5,17,954,1985,High
772,6,2.6,2,929,18,1,0,0,1,0,0.1,100,1,13,6,7,10,741,1471,Low
536,53,1.4,3,1211,7,0,1,1,1,1,0.7,135,0,15,10,0,0,547,705,Low
1694,53,1.8,6,1653,6,0,1,0,0,0,1,186,0,7,5,0,0,1194,1208,High
1633,33,1.7,2,511,7,1,1,1,0,0,0.9,111,1,9,0,3,19,146,906,Low
1371,52,0.5,4,3034,8,0,0,0,0,0,0.5,167,0,13,6,4,19,471,663,High
551,54,2.8,7,1414,19,0,1,1,1,1,0.1,172,0,6,1,0,15,169,1916,Low
1221,28,0.5,1,2438,10,0,1,1,1,0,0.5,139,1,13,11,1,7,1895,1976,VeryHigh
1000,63,0.5,8,3744,7,0,0,0,1,1,0.7,179,0,11,1,12,18,1537,1761,VeryHigh
1986,64,2.7,4,1377,15,1,1,1,1,0,0.2,162,1,5,3,3,20,236,1520,Medium
1119,23,0.5,4,3520,7,1,1,1,0,0,0.4,164,0,7,4,0,1,821,915,VeryHigh
1699,59,0.5,4,3796,12,1,0,0,1,0,0.5,97,1,17,10,1,3,466,1768,VeryHigh
1099,61,0.5,3,1699,3,0,1,1,1,0,0.3,146,1,17,10,13,20,393,1096,Medium
1576,58,2.6,3,336,13,0,1,0,1,0,0.2,90,1,14,8,7,16,400,631,Low
950,55,0.5,5,1095,13,0,0,0,0,1,0.1,156,1,14,12,9,10,774,843,Low
1081,49,2.5,3,325,6,1,0,0,1,1,1,99,0,9,1,13,17,284,519,Low
606,53,2.5,4,1223,7,0,1,1,0,0,0.2,146,0,19,12,1,2,465,1152,Low
502,37,1.5,2,1649,14,1,0,0,0,0,0.2,199,1,6,1,7,12,705,1810,Medium
957,4,0.7,2,1898,3,0,1,1,0,1,0.1,160,1,12,4,0,0,38,1682,Medium
1658,38,1.4,5,2609,19,1,1,1,0,1,0.3,159,0,12,11,0,0,51,739,High
1681,18,2.5,1,2265,20,1,1,0,1,1,0.3,167,1,5,3,6,7,850,1005,High
1983,43,0.5,6,2775,3,1,0,0,1,1,1,87,1,9,4,3,10,349,676,High
1753,12,1.2,7,1445,12,0,1,1,1,0,0.9,113,1,17,16,8,17,387,1595,Medium
1632,41,1.4,4,2614,15,0,1,0,0,1,0.1,132,0,5,4,0,1,706,1623,High
1949,57,1.4,7,356,19,0,0,0,0,1,0.3,145,0,5,3,7,11,951,1178,Low
1696,13,1.7,3,523,4,0,0,0,1,0,0.9,97,1,5,0,1,2,179,772,Low
688,57,2.5,7,3745,4,1,0,0,0,0,0.8,131,1,17,1,0,3,426,1964,VeryHigh
1104,60,1.7,2,1229,3,0,1,1,1,0,0.4,199,1,6,0,1,13,653,1413,Low
1122,28,2.8,3,1402,3,0,0,0,0,0,0.6,184,1,14,10,0,4,1578,1963,Medium
504,46,0.5,5,2085,8,1,1,1,0,1,0.9,172,0,13,5,2,14,280,1795,Medium
1154,14,0.5,7,587,4,0,1,1,1,0,0.7,156,1,8,3,12,14,251,1801,Low
1727,63,2.1,7,2457,7,0,1,1,1,0,0.6,85,0,19,13,2,8,1463,1992,VeryHigh
1674,52,2.8,3,2030,6,1,1,1,0,0,0.2,89,0,7,0,0,7,1432,1649,High
1948,18,2.8,2,816,3,1,1,1,0,0,0.2,135,0,16,2,5,14,477,571,Low
1218,39,2.8,7,1667,12,1,0,0,0,1,0.8,150,0,10,0,3,14,1122,1746,Medium
531,63,1.1,7,2958,19,0,0,0,0,0,0.7,189,1,17,1,10,14,145,1903,High
1057,5,2.1,5,3705,13,0,1,0,0,0,0.5,154,0,6,4,4,13,416,1055,VeryHigh
576,30,1.2,8,2800,16,0,0,0,1,0,0.8,162,1,11,6,1,5,847,893,High
1960,7,2.1,7,3773,6,0,0,0,1,1,0.2,165,1,11,9,1,9,868,877,VeryHigh
673,22,1.7,1,2050,17,1,1,1,0,1,0.1,88,1,7,2,3,5,594,1088,Medium
718,21,0.7,1,1754,9,1,1,1,1,0,0.8,88,0,17,11,0,7,518,830,Medium
864,35,1.7,3,1904,13,0,1,1,1,0,0.3,103,1,12,8,3,7,663,1805,Medium
547,37,1.9,5,2705,10,1,1,0,0,0,0.4,154,1,17,3,1,4,371,541,Medium
623,3,0.9,8,3537,3,0,1,1,1,1,0.1,102,0,16,13,1,7,1749,1781,VeryHigh
1793,27,0.7,5,1370,19,1,1,0,1,0,0.4,154,0,16,3,11,13,586,722,Medium
1720,19,0.7,2,1222,7,1,0,0,0,1,0.1,137,0,13,2,0,3,409,646,Medium
812,64,0.5,4,3102,2,1,0,0,0,0,1,106,0,6,0,1,7,35,1309,High
980,33,0.5,6,2268,4,0,1,1,0,1,0.9,160,1,7,5,0,0,1008,1758,High
643,18,1,8,2648,18,0,1,1,1,0,0.2,187,1,7,5,9,12,442,1079,Medium
1925,16,3,8,2173,19,1,1,1,0,0,0.8,175,1,7,3,0,11,983,1087,High
1408,32,2.5,4,3162,3,0,1,0,0,1,0.1,151,0,19,18,3,6,875,982,VeryHigh
1522,28,0.7,1,1368,17,1,1,0,1,1,0.2,124,0,14,5,4,5,952,1191,Medium
587,51,2.5,1,2746,7,0,1,1,1,1,0.6,111,0,10,4,16,17,244,1361,High
1959,18,0.5,6,619,8,1,1,0,1,0,0.7,191,1,7,4,5,20,65,1055,Low
1872,17,0.5,6,724,9,1,1,0,1,0,0.7,89,0,17,3,3,6,1749,1767,Medium
1043,42,0.5,3,912,6,0,0,0,0,1,0.1,111,1,16,9,7,8,716,1626,Low
1809,23,0.5,6,2784,20,0,1,0,1,0,0.7,123,1,12,6,6,19,433,1661,VeryHigh
1703,23,0.5,6,793,17,0,1,1,0,1,0.2,92,1,7,3,5,7,134,521,Low
1095,45,0.5,1,560,10,0,1,0,0,1,0.5,197,1,9,1,4,5,179,1247,Low
1414,27,2.6,4,312,8,0,0,0,1,0,0.6,137,0,5,2,1,20,804,1564,Low
1659,41,2.5,7,545,9,0,0,0,1,1,0.1,88,1,12,0,2,18,787,1515,Low
1540,60,0.7,7,1591,2,1,1,0,1,0,0.8,197,0,19,0,1,12,704,822,Medium
1342,31,1,7,2746,10,0,1,1,0,0,0.6,86,1,15,5,0,1,991,1638,VeryHigh
1189,8,2.3,3,893,13,0,1,0,0,1,0.5,198,1,9,6,13,14,379,932,Low
518,62,2.4,6,2514,7,0,1,1,1,1,0.6,128,1,16,12,0,0,489,710,Medium
1449,10,0.8,1,1032,8,1,1,1,1,0,0.2,144,1,10,0,3,12,1518,1883,Medium
516,39,1.1,5,819,10,1,1,1,1,0,0.4,91,1,8,0,0,7,855,1401,Low
1569,59,0.8,3,3672,15,1,1,0,1,0,0.9,111,0,15,2,8,16,1261,1383,VeryHigh
1312,24,0.8,6,3833,17,1,0,0,0,1,0.9,156,1,14,13,0,0,115,1791,VeryHigh
1893,23,0.5,8,1482,17,1,0,0,0,1,0.1,179,1,15,7,1,3,1203,1432,High
1076,14,2.5,5,2043,14,0,0,0,0,0,0.2,105,0,7,5,3,4,545,1300,Medium
530,40,2.6,6,1229,2,0,0,0,0,1,0.9,118,1,16,11,1,2,818,1090,Low
1044,33,2.8,4,1816,15,1,1,0,1,1,0.6,129,0,17,16,7,13,42,1262,Medium
1330,37,1.1,7,2166,4,0,1,0,0,0,0.7,126,0,10,1,11,20,1103,1637,High
1836,14,1.1,5,2469,7,1,1,0,1,0,0.7,104,1,18,6,0,1,168,1068,High
1741,55,0.5,5,2575,7,0,1,1,1,1,0.1,140,1,13,10,1,3,719,755,High
1869,30,2.6,1,1375,19,0,1,1,0,0,0.4,152,0,15,3,0,13,163,874,Medium
1331,55,0.5,3,1732,11,0,1,0,1,0,0.9,146,0,6,2,8,15,1162,1531,Medium
1655,4,0.5,3,673,12,1,1,1,0,1,0.1,105,0,10,3,6,12,626,1348,Low
605,18,1.5,2,2301,8,0,1,1,0,0,0.9,162,0,15,9,9,14,329,656,Medium
1245,30,0.6,5,2676,7,0,1,0,0,1,0.7,105,0,17,8,2,3,330,1434,High
1709,58,0.8,2,1781,17,0,1,1,0,1,0.8,136,0,18,3,8,10,956,1292,High
846,58,2.6,4,2248,13,0,1,1,0,1,0.1,123,0,16,8,0,15,1140,1983,High
1403,62,2.5,4,921,18,1,1,0,0,1,0.9,90,0,14,13,3,13,217,1623,Low
688,2,1.5,3,391,8,0,1,0,1,1,1,89,1,5,2,0,2,271,869,Low
775,10,2.5,7,1719,18,1,1,1,1,1,0.1,185,1,19,3,1,14,444,1555,Medium
1154,35,2,5,3262,16,0,1,1,0,0,0.8,159,0,16,15,6,16,1003,1827,VeryHigh
1375,35,0.5,2,1947,15,1,1,1,1,0,0.1,194,1,15,13,2,3,227,772,Medium
1827,61,0.8,7,2693,7,0,0,0,1,1,0.9,130,1,8,3,4,9,253,1764,VeryHigh
1697,60,0.5,4,441,11,0,1,1,0,0,0.1,90,1,15,1,0,0,88,1046,Low
741,14,1.5,5,1886,9,0,1,0,1,0,0.3,178,1,19,11,1,13,334,594,Low
