Song_Name,Artist,Album,Playlist,Popular,Popularity,Duration,Acousticness,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Audio_Mode,Speechiness,Tempo,Time_Signature,Audio_Valence
7 Days,Craig David,Born to Do It,All Out 00s,1,73,235133,0.23,0.659,0.812,0,4,0.0951,-7.499,0,0.0487,83.013,4,0.888
Heartline,Craig David,Heartline,Happy Hits!,0,24,192880,0.326,0.758,0.779,0,8,0.178,-3.531,0,0.0433,106.966,4,0.78
A Reality,Craig Connelly,A Reality,Eat Sleep Run Repeat 140 BPM,0,39,236479,0.00188,0.447,0.991,0.859,1,0.343,-4.261,1,0.072,137.998,4,0.263
Dirty Old Town,Craig Cardiff,Goodnight (Go Home) - CC010,Your Favorite Coffeehouse,1,68,246453,0.309,0.555,0.418,0.00119,0,0.237,-12.7,1,0.0455,159.764,4,0.328
After the Moment,Craft Spells,Idle Labor,Feel-Good Indie Rock,0,61,240608,0.0263,0.609,0.874,4.99E-05,9,0.328,-3.889,1,0.0293,112.011,4,0.744
Komorebi,Craft Spells,Nausea,You & Me,0,46,263691,0.216,0.18,0.555,0.417,1,0.102,-8.784,0,0.0326,166.476,3,0.563
Party Talk,Craft Spells,Idle Labor,Indie Workout,0,50,220639,0.0259,0.648,0.673,0.924,2,0.388,-9.872,1,0.0452,120.008,4,0.788
All Good,Crade,All Good,Lounge - Soft House,0,64,196670,0.00498,0.761,0.601,0.775,7,0.0915,-8.255,1,0.0425,110.012,4,0.348
Para Fiction,Crade,Para Fiction,Lounge - Soft House,0,59,275260,0.0574,0.806,0.714,0.897,4,0.0705,-9.713,0,0.0837,120.002,4,0.528
Beechwood,CR BLACKS,Beechwood,Alternative Hip Hop,0,30,227532,0.051,0.862,0.521,6.80E-06,2,0.112,-8.299,0,0.45,153.918,3,0.398
Rest Easy,Cozy Collective,"Cozy Waves, Vol. 2",Lush Lofi,0,51,137195,0.844,0.42,0.0881,0.214,4,0.151,-12.717,1,0.293,211.644,3,0.636
Waiting For You (feat. Madison Love),Coyote Kisses,Waiting For You (feat. Madison Love),Workday_ Pop,0,47,223890,0.00295,0.684,0.705,0.000391,11,0.246,-5.089,0,0.0354,87.998,4,0.275
Alabam,Cowboy Copas,20 All-Time Greatest Hits,Country's Greatest Hits_  The '60s,0,32,139906,0.378,0.719,0.653,0.00364,2,0.129,-11.572,1,0.0305,106.718,4,0.96
Filipino Baby,Cowboy Copas,Filipino Baby,Country's Greatest Hits_  The '40's,0,21,166026,0.968,0.723,0.249,0.000455,9,0.342,-10.896,1,0.0458,94.125,4,0.812
Butterfly,Cousin Stizz,Cold Times,Mellow Bars,0,50,199440,0.0556,0.769,0.341,1.82E-06,5,0.146,-9.378,0,0.123,76.03,4,0.202
Made,Cousin Stizz,Cold Times,Most Necessary,0,53,174026,0.0692,0.814,0.408,0,5,0.0958,-6.337,0,0.0578,159.997,4,0.297
Perfect People,courtship.,Perfect People,It's ALT Good!,0,45,209028,0.00507,0.648,0.961,0.00868,11,0.303,-2.108,0,0.0454,125.971,4,0.937
Sunroof,courtship.,Sunroof,It's ALT Good!,0,56,192197,0.0039,0.6,0.949,0.165,5,0.121,-3.341,1,0.0525,130.011,4,0.67
Sunroof,courtship.,Sunroof,LA Pops,0,56,192197,0.0039,0.6,0.949,0.165,5,0.121,-3.341,1,0.0525,130.011,4,0.67
Tell Me Tell Me,courtship.,Tell Me Tell Me,Soak Up the Sun,0,59,188257,0.000345,0.578,0.769,0.00373,0,0.25,-4.527,1,0.0866,119.859,4,0.721
Wayside,Courtney Hartman,Been on Your Side,Infinite Acoustic,0,43,157068,0.939,0.629,0.23,0.00123,10,0.123,-12.604,1,0.0364,117.177,4,0.62
City Looks Pretty,Courtney Barnett,City Looks Pretty,Nike Running Tempo Mix,0,32,281586,0.00691,0.31,0.781,0.00351,2,0.113,-6.544,1,0.0341,128.024,4,0.185
Depreston,Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",Alternative 10s,0,47,292853,0.0246,0.692,0.467,1.43E-05,0,0.059,-11.577,1,0.0336,126.407,4,0.422
History Eraser,Courtney Barnett,History Eraser,Indie Workout,0,2,210699,0.000668,0.292,0.871,8.29E-05,2,0.179,-5.04,1,0.155,120.122,4,0.628
A Long December,Counting Crows,Recovering The Satellites,90s Acoustic,0,59,295066,0.469,0.398,0.591,0.000588,5,0.337,-6.925,1,0.0298,142.336,4,0.425
Mr. Jones,Counting Crows,August And Everything After,90s Acoustic,1,78,272506,0.211,0.581,0.817,1.42E-06,0,0.246,-6.542,1,0.0382,141.607,4,0.779
Mr. Jones,Counting Crows,August And Everything After,90s Pop Rock Essentials,1,78,272506,0.211,0.581,0.817,1.42E-06,0,0.246,-6.542,1,0.0382,141.607,4,0.779
Mr. Jones,Counting Crows,August And Everything After,Have a Great Day!,1,78,272506,0.211,0.581,0.817,1.42E-06,0,0.246,-6.542,1,0.0382,141.607,4,0.779
Mr. Jones,Counting Crows,Films About Ghosts (The Best Of Counting Crows),Soak Up the Sun,0,62,272733,0.193,0.571,0.836,4.09E-06,0,0.182,-5.556,1,0.0371,141.608,4,0.73
Mr. Jones,Counting Crows,Films About Ghosts (The Best Of Counting Crows),Guilty Pleasures,0,8,272733,0.181,0.577,0.82,8.60E-06,0,0.165,-5.491,1,0.0365,141.61,4,0.753
Enough,Counterfeit,Enough,One More Rep,0,4,218153,0.000316,0.233,0.985,0.00345,7,0.335,-4.839,1,0.181,194.917,3,0.539
Pretty Big Mouth,Count Five,Psychotic Reaction,Alternative 60s,0,6,129120,0.0208,0.587,0.573,0.315,4,0.199,-8.073,1,0.0383,137.315,4,0.686
Psychotic Reaction,Count Five,Psychotic Reaction,60s Rock Anthems,0,55,185523,0.000242,0.346,0.75,0.0119,11,0.271,-6.619,1,0.103,165.036,4,0.667
Psychotic Reaction - Rarities Version,Count Five,Rarities - The Double Shot Years,60s Rock Anthems,0,8,189848,0.000288,0.355,0.761,0.0141,11,0.189,-6.309,1,0.0978,165.209,4,0.685
Rust to Gold,Council,Rust to Gold,It's ALT Good!,0,2,227240,0.000616,0.531,0.85,6.08E-06,1,0.0665,-5.653,0,0.04,106.956,4,0.321
All Night,COTIS,All Night,Young & Free,0,50,203076,0.0169,0.767,0.806,1.86E-05,8,0.0661,-6.308,1,0.038,129.948,4,0.788
Nada Fue Un Error,Coti,Canciones Para Llevar (Internacional),Latin Pop Classics,0,47,211906,0.103,0.609,0.888,0,9,0.135,-3.665,1,0.0363,138.506,4,0.834
I Am Free,Cosmos & Creature,I Am Free,Cardio,0,63,200000,0.00242,0.784,0.556,0.132,1,0.0517,-7.42,0,0.0415,113.979,4,0.645
I Am Free,Cosmos & Creature,I Am Free,Nike Running Tempo Mix,0,63,200000,0.00242,0.784,0.556,0.132,1,0.0517,-7.42,0,0.0415,113.979,4,0.645
Salta,Cosmik,Salta,Slay The Weights,0,30,236250,0.0069,0.818,0.732,0.00105,0,0.0493,-7.141,0,0.061,128.039,4,0.533
Madura (feat. Bad Bunny),Cosculluela,Madura (feat. Bad Bunny),Viva Latino,1,87,190909,0.138,0.878,0.555,1.34E-06,1,0.151,-7.639,0,0.202,88.029,4,0.751
Songbird,Cory Chisel,Tell Me True,Your Favorite Coffeehouse,0,40,206522,0.57,0.651,0.261,0,1,0.301,-10.019,1,0.0266,104.116,4,0.287
Reverse,CORSAK,Reverse,Creamy,0,49,192026,0.0767,0.628,0.713,0.00029,0,0.106,-5.139,0,0.0432,140.026,4,0.334
The Rhythm of the Night,Corona,The Rhythm of the Night,All Out 90s,1,70,264280,0.000232,0.69,0.805,0.739,5,0.095,-11.522,0,0.0336,127.808,4,0.799
The Rhythm of the Night,Corona,The Rhythm of the Night,Fiesta 90era,1,70,264280,0.000232,0.69,0.805,0.739,5,0.095,-11.522,0,0.0336,127.808,4,0.799
The Rhythm of the Night,Corona,The Rhythm of the Night,Guilty Pleasures,1,70,264280,0.000232,0.69,0.805,0.739,5,0.095,-11.522,0,0.0336,127.808,4,0.799
Brimful of Asha - Norman Cook Remix,Cornershop,Why Try Harder - The Greatest Hits,Alternative 90s,0,57,240933,0.184,0.664,0.953,0,11,0.113,-2.839,1,0.0584,125.671,4,0.949
Brimful of Asha - Norman Cook Remix,Cornershop,Why Try Harder - Greatest Hits,One-Hit Wonders,0,12,238933,0.18,0.663,0.957,0,11,0.348,-2.823,1,0.0584,125.678,4,0.937
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,Have a Great Day!,1,78,215360,0.167,0.739,0.511,1.34E-06,9,0.133,-7.844,1,0.0362,96.038,4,0.542
Put Your Records On,Corinne Bailey Rae,Corinne Bailey Rae,Hella Good New Millenia Hits,1,78,215360,0.167,0.739,0.511,1.34E-06,9,0.133,-7.844,1,0.0362,96.038,4,0.542
On the Run,Corey Harper,On the Run,Acoustic Hits,0,56,206637,0.387,0.411,0.512,0,9,0.0676,-7.491,1,0.027,83.399,4,0.0544
What You Want,Coops,What You Want,Alternative Hip Hop,0,32,181713,0.196,0.67,0.448,0.0101,5,0.191,-10.124,0,0.332,140.104,4,0.671
Gangsta's Paradise,Coolio,Gangsta's Paradise,90's Hip-Hop Don't Stop,1,82,240693,0.0655,0.647,0.514,0,8,0.398,-10.05,1,0.0593,79.974,4,0.387
Gangsta's Paradise,Coolio,Gangsta's Paradise,I Love My '90s Hip-Hop,1,82,240693,0.0655,0.647,0.514,0,8,0.398,-10.05,1,0.0593,79.974,4,0.387
Gangsta's Paradise (feat. L.V.),Coolio,Gangsta's Paradise (US Release),All Out 90s,0,27,241933,0.0372,0.641,0.63,0,8,0.4,-6.393,1,0.0521,79.955,4,0.415
Chicago,Cookin Soul,Polo Beats,Lofi Hip-Hop,0,50,105494,0.202,0.729,0.448,0.867,0,0.0693,-7.868,1,0.0413,91.021,4,0.328
Real World,Cookin Soul,Polo Beats,Lofi Hip-Hop,0,46,97208,0.000149,0.49,0.872,0.251,5,0.47,-6.978,0,0.0601,84.001,4,0.556
The Myth,Cookin Soul,The Myth,NTC_ Studio Sounds,0,25,114626,0.0856,0.576,0.89,0.00136,6,0.203,-4.596,1,0.582,134.029,4,0.481
Bouncin',Coogie,Preview,K-Hip-Hop Beats,0,45,170619,0.0979,0.77,0.944,0,7,0.0873,-2.697,0,0.0786,159.954,4,0.965
Don't Take It Away - Single Version,Conway Twitty,Gold,Country's Greatest Hits_  The '70's,0,32,221400,0.577,0.709,0.295,0,4,0.248,-16.319,1,0.0753,88.364,4,0.496
I Can't Believe She Gives It All To Me - Single Version,Conway Twitty,Gold,Country's Greatest Hits_  The '70's,0,27,143373,0.569,0.503,0.208,0.000122,2,0.112,-16.204,1,0.0284,91.758,4,0.387
Linda On My Mind - Single Version,Conway Twitty,Conway Twitty's Greatest Hits Volume II,Country's Greatest Hits_  The '70's,0,20,162693,0.302,0.428,0.32,1.22E-05,9,0.074,-15.107,1,0.0291,105.765,4,0.572
"Louisiana Woman, Mississippi Man",Conway Twitty,"Louisiana Woman, Mississippi Man",Country's Greatest Hits_  The '70's,0,56,151731,0.477,0.62,0.711,0.000168,1,0.0812,-6.943,1,0.035,98.263,4,0.96
The Image of Me,Conway Twitty,Timeless,Country's Greatest Hits_  The '60s,0,46,177333,0.338,0.557,0.438,8.17E-06,9,0.136,-6.034,1,0.0268,87.895,3,0.45
Tight Fittin' Jeans,Conway Twitty,20th Century Masters: The Millennium Collection: Best Of Conway Twitty,Country's Greatest Hits_  The '80s,0,51,170266,0.22,0.7,0.56,6.74E-05,9,0.13,-11.251,1,0.051,102.286,4,0.841
You've Never Been This Far Before,Conway Twitty,Conway Twitty - 25 Number Ones,Country's Greatest Hits_  The '70's,0,27,181932,0.715,0.492,0.242,0.213,10,0.099,-14.483,1,0.0332,138.495,4,0.503
Reptilian,Converge,The Dusk In Us,Extreme Metal Workout,0,41,273334,3.88E-05,0.365,0.861,0.823,7,0.0881,-6.052,1,0.0454,143.156,3,0.038
Trumpsta - NYMZ Remix,Contiez,Trumpsta (Remixes),Energetic Run 160-165 BPM,0,27,216129,0.000336,0.783,0.926,0.00924,7,0.121,-4.839,1,0.107,160.001,4,0.637
Better Than This,Context,Better Than This,Alternative Hip Hop,0,27,227078,0.0148,0.527,0.931,0,0,0.121,-4.743,0,0.112,129.738,4,0.288
Besame Mucho,Consuelo Velázquez,"Boleros para Enamorarse, Vol. 2",50 Latin Classics,0,7,181960,0.701,0.707,0.408,0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
Besame Mucho,Consuelo Velázquez,"Boleros para Enamorarse, Vol. 2",Abuela's Mix,0,7,181960,0.701,0.707,0.408,0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
Besame Mucho,Consuelo Velázquez,"Boleros para Enamorarse, Vol. 2",Boleros,0,7,181960,0.701,0.707,0.408,0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
Aléjate de Mí,Consuelo Schuster,Aléjate de Mí,Pop Chile,0,44,202355,0.675,0.478,0.308,0.000196,7,0.0883,-8.099,0,0.0366,183.319,3,0.311
Aquí Me Tienes,Consuelo Schuster,Esta Vez,Made in Chile,0,41,230706,0.45,0.594,0.475,1.07E-06,9,0.103,-6.18,1,0.0297,75.928,4,0.249
Lay Low (feat. David Benjamin),Conro,Connecting the Dots EP,Creamy,0,42,206666,0.0304,0.694,0.775,0.0113,11,0.112,-5.179,0,0.0425,90.025,4,0.603
Odd Ones,Conrad Sieverts,Odd Ones,Piano in the Background,0,56,238875,0.974,0.449,0.0512,0.95,9,0.108,-20.447,0,0.0712,120.627,4,0.237
Changing,Conrad Sewell,Changing,Contemporary Blend,0,56,207410,0.318,0.577,0.503,0,8,0.109,-5.915,1,0.0319,105.025,4,0.247
Healing Hands,Conrad Sewell,Ghosts & Heartaches,Tomorrow's Hits,0,60,250820,0.127,0.672,0.764,0,0,0.0735,-5.067,1,0.0678,105.004,4,0.438
Start Again,Conrad Sewell,Start Again,Life Sucks,0,62,217974,0.68,0.553,0.343,3.50E-06,10,0.122,-9.466,1,0.0407,66.543,3,0.216
Cold Water,Conor Maynard,Cold Water,Love Ballads,0,62,153829,0.835,0.597,0.374,0,9,0.0591,-9.041,1,0.0633,89.903,4,0.341
Inside Out,Conor Matthews,Inside Out,Mood Booster,0,53,203427,0.222,0.809,0.759,6.69E-06,0,0.139,-5.529,1,0.197,96.005,4,0.722
Inside Out,Conor Matthews,Inside Out,Tomorrow's Hits,0,53,203427,0.222,0.809,0.759,6.69E-06,0,0.139,-5.529,1,0.197,96.005,4,0.722
Once a Day,Connie Smith,The Essential Connie Smith,Country's Greatest Hits_  The '60s,0,21,138146,0.221,0.492,0.334,0,6,0.0852,-10.458,1,0.0305,136.547,4,0.692
Stupid Cupid,Connie Francis,20th Century Masters: The Millennium Collection: Best of Connie Francis,All Out 50s,0,49,136426,0.662,0.603,0.755,1.91E-05,3,0.0764,-6.396,1,0.038,136.373,4,0.967
Los Rodriguez,Conjunto Clásico,Historia Musical Del Conjunto Clasico,Salsa Hits_ Los 90s,0,35,251160,0.671,0.575,0.659,0.000206,9,0.0349,-5.904,0,0.0519,102.809,4,0.708
Señora Ley,Conjunto Clásico,Historia Musical Del Conjunto Clasico,Salsa Hits_ Los 90s,0,35,247626,0.661,0.564,0.699,6.51E-06,8,0.199,-7.648,1,0.0518,173.862,4,0.886
Trashy Women,Confederate Railroad,Greatest Hits,Country's Greatest Hits_  The '90s,0,51,195706,0.0468,0.636,0.824,0,9,0.139,-5.535,1,0.0344,142.553,4,0.872
The Devil Is Inside,Conejo,Los Angeles Times,Chicano Fly Zone,0,40,234906,0.169,0.61,0.864,1.16E-06,0,0.62,-4.928,0,0.208,89.524,4,0.55
Idle Town,Conan Gray,Idle Town,Sad Vibe,1,70,236199,0.846,0.625,0.239,6.88E-06,7,0.13,-14.651,1,0.0309,77.01,4,0.246
Dolce,Compuphonic,My Love,Lounge - Soft House,0,21,350023,0.557,0.775,0.488,0.809,5,0.12,-10.839,0,0.036,117.983,4,0.403
Streiht Up Menace,Compton's Most Wanted,When We Wuz Bangin,I Love My '90s Hip-Hop,0,58,274840,0.00116,0.766,0.52,0.0189,7,0.3,-9.371,1,0.105,79.838,4,0.556
Guajira Guantanamera,Compay Segundo,Gracias Compay (The Definitive Collection),Latin Jazz,0,49,312120,0.46,0.763,0.602,2.41E-06,9,0.112,-6.263,1,0.031,127.477,4,0.668
Guajira Guantanamera,Compay Segundo,Coleccion,Abuela's Mix,0,43,312120,0.46,0.763,0.602,2.41E-06,9,0.112,-6.263,1,0.031,127.477,4,0.668
Lagrimas Negras,Compay Segundo,Coleccion,Boleros,0,48,227906,0.527,0.544,0.583,1.30E-05,11,0.088,-7.707,0,0.0613,90.885,4,0.617
Be (Intro),Common,Be,G.O.O.D. Music,0,51,144200,0.256,0.634,0.733,0,7,0.394,-8.532,0,0.15,93.694,4,0.199
The Light,Common,Go! Common Classics,Gold School,0,59,243586,0.114,0.934,0.649,1.71E-06,7,0.0807,-6.465,1,0.266,97.026,4,0.685
Easy,Commodores,Commodores,ThrowbackThursday,1,75,256426,0.147,0.598,0.353,3.91E-05,10,0.0592,-15.06,0,0.0343,132.457,4,0.342
Easy,Commodores,The Very Best Of The Commodores,70s & 80s Acoustic,0,58,260893,0.233,0.575,0.432,0.00135,10,0.0743,-13.642,0,0.0314,132.145,4,0.348
Easy,Commodores,The Very Best Of The Commodores,All Out 70s,0,58,260893,0.233,0.575,0.432,0.00135,10,0.0743,-13.642,0,0.0314,132.145,4,0.348
Easy,Commodores,Motown 1970s Vol. 1,Feelin' Good,0,51,258706,0.204,0.577,0.481,0.00229,10,0.317,-10.581,0,0.03,132.159,4,0.311
Machine Gun,Commodores,Machine Gun,Body & Soul,0,10,159466,0.00935,0.739,0.971,0.783,5,0.288,-6.443,1,0.0345,113.111,4,0.767
Bands,Comethazine,Bands,Workout Twerkout,1,75,98734,0.21,0.834,0.457,0,10,0.0641,-10.775,1,0.572,158.008,4,0.533
Walk,Comethazine,Bawskee,Most Necessary,1,77,96063,0.221,0.831,0.795,0,1,0.291,-6.186,1,0.264,160.063,4,0.744
Walk,Comethazine,Bawskee,United States Viral 50,1,77,96063,0.221,0.831,0.795,0,1,0.291,-6.186,1,0.264,160.063,4,0.744
Adieu bientôt,Columbine,Adieu bientôt,Cloud Rap,1,72,211306,0.385,0.795,0.648,0,8,0.1,-7.616,0,0.17,140.027,4,0.25
I Think About You,Collin Raye,The Best Of Collin Raye: Direct Hits,Country's Greatest Hits_  The '90s,0,43,207133,0.227,0.706,0.716,0,0,0.111,-6.931,1,0.0251,120.75,4,0.839
"Love, Me",Collin Raye,All I Can Be,Country's Greatest Hits_  The '90s,0,52,231506,0.742,0.686,0.234,0,0,0.145,-12.646,1,0.0295,106.581,4,0.342
That's My Story,Collin Raye,Extremes,Country's Greatest Hits_  The '90s,0,47,182960,0.538,0.642,0.834,0,5,0.108,-4.4,0,0.0982,137.875,4,0.645
Shine,Collective Soul,"Hints, Allegations & Things Left Unsaid",90s Pop Rock Essentials,1,67,306040,0.294,0.54,0.423,0.0884,6,0.152,-8.799,1,0.0283,150.135,4,0.353
Let It Go,Colin & Caroline,Let It Go,Acoustic Covers,0,63,194129,0.861,0.46,0.319,0,1,0.118,-8.621,1,0.0356,145.765,4,0.329
Maps,Colin & Caroline,Maps,Acoustic Covers,0,60,201683,0.696,0.62,0.374,4.27E-05,1,0.106,-9.594,1,0.026,100.887,4,0.156
Sorry,Colin & Caroline,Sorry,Acoustic Covers,1,65,165697,0.715,0.618,0.255,0,7,0.0958,-12.5,1,0.0396,85.943,4,0.547
Cry,Colette Lush,Cry,Fresh Finds,0,45,163636,0.166,0.733,0.549,0,9,0.105,-6.108,0,0.128,77.05,4,0.387
2 Heads,Coleman Hell,2 Heads,It's ALT Good!,0,61,213706,0.0621,0.733,0.565,0.000324,0,0.104,-8.515,1,0.0367,120.006,4,0.35
Break Up in the End,Cole Swindell,Break Up in the End,Hot Country,1,77,199436,0.456,0.51,0.386,0,1,0.252,-8.391,1,0.0307,86.36,4,0.266
Gone,coldrain,VENA,One More Rep,0,47,252875,0.00647,0.473,0.956,0,4,0.14,-3.376,0,0.0609,89.868,4,0.426
Runaway (feat. Jacoby Shaddix),coldrain,VENA,One More Rep,0,39,226082,0.000101,0.478,0.977,1.66E-06,6,0.0186,-3.252,1,0.172,130.028,4,0.215
A Sky Full of Stars,Coldplay,A Sky Full Of Stars,Fit & Smiling,0,63,267866,0.00622,0.545,0.675,0.00197,6,0.214,-6.468,1,0.0279,124.973,4,0.16
Fix You,Coldplay,X & Y,Soft Pop Hits,1,82,295533,0.163,0.209,0.418,0.00195,3,0.113,-8.74,1,0.0338,138.265,4,0.123
Hymn For The Weekend - Seeb Remix,Coldplay,Hymn For The Weekend (Seeb Remix),Confidence Boost,1,78,212647,0.00868,0.565,0.849,4.68E-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427
Hymn For The Weekend - Seeb Remix,Coldplay,Hymn For The Weekend (Seeb Remix),Mega Hit Mix,1,78,212647,0.00868,0.565,0.849,4.68E-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427
Miracles (Someone Special),Coldplay,Kaleidoscope EP,The GRAMMYs Official Playlist,1,68,276906,0.0164,0.626,0.822,0.000296,6,0.139,-5.501,1,0.0434,97.003,4,0.374
The Scientist,Coldplay,A Rush Of Blood To The Head,All Out 00s,1,86,309600,0.727,0.56,0.442,1.71E-05,5,0.11,-7.224,1,0.0243,146.448,4,0.212
The Scientist,Coldplay,A Rush Of Blood To The Head,Soft Pop Hits,1,86,309600,0.727,0.56,0.442,1.71E-05,5,0.11,-7.224,1,0.0243,146.448,4,0.212
The Scientist,Coldplay,A Rush Of Blood To The Head,The Piano Lounge,1,86,309600,0.727,0.56,0.442,1.71E-05,5,0.11,-7.224,1,0.0243,146.448,4,0.212
Trouble,Coldplay,Parachutes,Acoustic Hits_ Oldies but Goodies,1,73,273426,0.189,0.561,0.547,0.00157,11,0.17,-7.496,0,0.0321,139.755,4,0.19
Trouble,Coldplay,Parachutes,Life Sucks,1,73,273426,0.189,0.561,0.547,0.00157,11,0.17,-7.496,0,0.0321,139.755,4,0.19
True Love,Coldplay,Ghost Stories,Feeling Accomplished,0,63,246000,0.00382,0.482,0.574,0.08,11,0.123,-7.963,1,0.028,119.994,4,0.184
Viva La Vida,Coldplay,Viva La Vida Or Death And All His Friends,All Out 00s,1,81,242373,0.0941,0.485,0.619,3.31E-06,5,0.109,-7.115,0,0.0289,138.017,4,0.416
Viva La Vida,Coldplay,Viva La Vida Or Death And All His Friends,Songs to Sing in the Shower,1,81,242373,0.0941,0.485,0.619,3.31E-06,5,0.109,-7.115,0,0.0289,138.017,4,0.416
Yellow,Coldplay,Parachutes,Acoustic Hits_ Oldies but Goodies,1,83,266773,0.00239,0.429,0.661,0.00013,11,0.234,-7.227,1,0.0281,173.365,4,0.285
Yellow,Coldplay,Parachutes,Songs to Sing in the Car,1,83,266773,0.00239,0.429,0.661,0.00013,11,0.234,-7.227,1,0.0281,173.365,4,0.285
Everything You Want Me to Be,Coldfront,Float Around,Punk Rock Workout,0,52,204114,0.000211,0.518,0.901,0,8,0.277,-5.17,1,0.0638,115.289,4,0.529
Hang Me Up To Dry,Cold War Kids,Robbers & Cowards,Alternative 00s,0,63,218786,0.0241,0.509,0.916,0.000402,2,0.36,-2.793,1,0.0324,92.432,4,0.672
Love Is Mystical,Cold War Kids,Love Is Mystical,It's ALT Good!,0,17,214373,0.00506,0.566,0.865,1.31E-05,0,0.215,-5.082,0,0.0387,105.964,4,0.684
Miracle Mile,Cold War Kids,Dear Miss Lonelyhearts,Rock Me UP!,0,6,180133,0.00685,0.353,0.866,0.795,2,0.325,-3.163,1,0.0658,142.858,4,0.293
Let It Burn,Cold Kingdom,The Moon and the Fool,Adrenaline Workout,0,50,241560,0.000173,0.341,0.912,0,6,0.216,-5.465,1,0.0936,170.057,4,0.352
Morrissey,Cold Hart,Wish Me Well,Tear Drop,0,55,187000,0.626,0.544,0.446,5.71E-05,10,0.136,-9.957,0,0.0861,164.93,4,0.0891
Dream On,Cold,Superfiction,Hard Rock Workout,0,0,214013,0.0428,0.311,0.664,0,5,0.252,-4.915,0,0.0342,115.979,4,0.103
Britney,Col3trane,Britney,Straight Off The Porch,0,20,206283,0.735,0.574,0.479,0.000456,6,0.0903,-8.842,1,0.279,89.949,4,0.389
New Chain,Col3trane,Tsarina,Low-Key,0,2,221196,0.158,0.591,0.444,2.89E-06,8,0.114,-7.148,1,0.115,139.79,4,0.355
Tyler,Col3trane,BOOT,Teen Party,0,51,145544,0.258,0.947,0.36,7.31E-06,0,0.107,-8.093,0,0.0957,103.048,4,0.618
Growing Pains,COIN,Growing Pains,It's ALT Good!,0,61,211533,0.0523,0.626,0.946,0,1,0.149,-4.644,0,0.0779,103.004,4,0.679
Growing Pains,COIN,Growing Pains,Nike Running Tempo Mix,0,61,211533,0.0523,0.626,0.946,0,1,0.149,-4.644,0,0.0779,103.004,4,0.679
Run,COIN,COIN,Rockin' Vibes,0,55,206466,0.00151,0.497,0.882,7.11E-06,8,0.139,-5.621,1,0.0412,76.481,4,0.922
Talk Too Much,COIN,Talk Too Much,It's ALT Good!,1,67,187813,0.0106,0.598,0.914,1.22E-06,4,0.369,-3.752,1,0.0878,103.972,4,0.531
Talk Too Much,COIN,Talk Too Much,Soak Up the Sun,1,67,187813,0.0106,0.598,0.914,1.22E-06,4,0.369,-3.752,1,0.0878,103.972,4,0.531
Huddy,Coi Leray,Huddy,Lowkey Flex,0,51,264000,0.00997,0.908,0.805,0,6,0.198,-5.013,1,0.282,95.047,4,0.713
No Longer Mine,Coi Leray,No Longer Mine,Straight Off The Porch,0,29,123257,0.0219,0.66,0.716,8.69E-06,7,0.276,-5.597,1,0.0594,140.052,4,0.291
Old Flames,Coheed and Cambria,Old Flames / Unheavenly Creatures,Rock This,0,57,350520,0.127,0.442,0.897,0,2,0.0993,-6.161,1,0.11,148.844,4,0.174
Thotful,Cody Simpson,Free,Pumped Pop,0,52,251160,0.244,0.682,0.701,0,9,0.0716,-5.988,1,0.0696,99.532,4,0.623
That's Still Mama,Cody Chesnutt,Landing on a Hundred,Retro Pop,0,17,253110,0.0031,0.475,0.783,0,0,0.143,-4.149,0,0.0431,99.197,4,0.557
Til I Met Thee,Cody Chesnutt,Landing on a Hundred,Retro Pop,0,25,265557,0.052,0.557,0.665,0,8,0.163,-5.021,0,0.109,96.214,4,0.783
Say Hi,Codeko,Say Hi,Good Vibes,0,23,207142,0.02,0.315,0.689,0,11,0.148,-4.751,0,0.125,78.057,4,0.266
Forever,Code Orange,Forever,The GRAMMYs Official Playlist,0,48,187946,1.21E-05,0.306,0.883,0.774,7,0.185,-4.205,1,0.0855,81.188,4,0.43
Cherry-coloured Funk,Cocteau Twins,Heaven Or Las Vegas (Remastered),Alternative 90s,0,60,192466,0.00174,0.377,0.65,5.75E-05,2,0.107,-5.902,1,0.029,180.074,4,0.365
Cherry-coloured Funk,Cocteau Twins,Heaven Or Las Vegas (Remastered),Early Alternative,0,60,192466,0.00174,0.377,0.65,5.75E-05,2,0.107,-5.902,1,0.029,180.074,4,0.365
Lorelei,Cocteau Twins,Treasure,The '80s All Lined Up,0,48,223573,0.000158,0.387,0.669,0.423,0,0.166,-11.187,1,0.0395,90.995,4,0.414
Pearly-dewdrops' Drops,Cocteau Twins,Stars And Topsoil - A Collection 1982-1990,Alternative 80s,0,44,251600,0.00014,0.397,0.696,0.145,7,0.55,-10.143,1,0.0309,179.228,3,0.521
Nighttiming,Coconut Records,Nighttiming,Rhythm & Dance,0,2,170501,0.0133,0.684,0.904,2.70E-06,4,0.0711,-6.916,0,0.0669,119.993,4,0.914
