Brand,Year,Fuel,Transmission,Engine,Max_Power,Torque,Seats,Mileage,KM_Driven,Owner,Seller_Type,Selling_Price
Chevrolet Beat Diesel,2011,Diesel,Manual,936 CC,57.6 bhp,150Nm@ 1750rpm,5,25.44 kmpl,70000,Second Owner,Individual,165000
Tata Zest Quadrajet 1.3 XT,2018,Diesel,Manual,1248 CC,88.7 bhp,190Nm@ 1750-3000rpm,5,20.65 kmpl,110000,Second Owner,Individual,525000
Maruti Wagon R LXI,2003,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,18.9 kmpl,65000,Third Owner,Individual,145000
Tata Indica Vista Quadrajet 90 VX,2013,Diesel,Manual,1248 CC,88.8 bhp,200Nm@ 1750-3000rpm,5,22.3 kmpl,100000,First Owner,Individual,325000
Mahindra Bolero Power Plus ZLX,2017,Diesel,Manual,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7,16.5 kmpl,60000,Second Owner,Individual,660000
Ford Classic 1.4 Duratorq CLXI,2014,Diesel,Manual,1399 CC,67 bhp,160Nm@ 2000rpm,5,19.68 kmpl,90000,Second Owner,Individual,310000
Mahindra Bolero SLX 4WD BSIII,2008,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,200000,First Owner,Individual,250000
Ford Classic 1.4 Duratorq CLXI,2014,Diesel,Manual,1399 CC,67 bhp,160Nm@ 2000rpm,5,19.68 kmpl,100000,Second Owner,Individual,330000
Ford Figo Diesel Titanium,2012,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,80000,Second Owner,Individual,250000
Mahindra NuvoSport N8 AMT,2017,Diesel,Automatic,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,17.45 kmpl,60000,First Owner,Individual,650000
Maruti Alto K10 VXI,2016,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,40000,First Owner,Individual,305000
Maruti Ciaz VDi Plus,2015,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,26.21 kmpl,50000,First Owner,Individual,600000
Maruti Wagon R LXI Optional,2015,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,20.51 kmpl,110000,First Owner,Individual,280000
Tata Indigo CR4,2011,Diesel,Manual,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5,23.57 kmpl,50000,Second Owner,Individual,153000
Mahindra TUV 300 mHAWK100 T8,2018,Diesel,Manual,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,18.49 kmpl,30000,First Owner,Individual,700000
Renault KWID RXL,2017,Petrol,Manual,799 CC,53.3 bhp,72Nm@ 4386rpm,5,25.17 kmpl,40000,First Owner,Individual,325000
Maruti Alto K10 VXI,2016,Petrol,Manual,998 CC,67.05 bhp,90Nm@ 3500rpm,5,23.95 kmpl,40000,First Owner,Individual,305000
Maruti 800 AC,2006,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,70000,Second Owner,Individual,155000
Maruti Alto K10 2010-2014 VXI,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,80000,Third Owner,Individual,235000
Tata Indica DLS,2005,Diesel,Manual,,,,,,100000,Fourth & Above Owner,Individual,60000
Maruti Swift VXI Optional,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,15000,First Owner,Individual,500000
Mahindra Bolero DI,2004,Diesel,Manual,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7,13.6 kmpl,150000,Second Owner,Individual,120000
Maruti Estilo LXI,2009,Petrol,Manual,,,,,,63000,Third Owner,Individual,155000
Skoda Rapid 1.5 TDI AT Style Plus,2016,Diesel,Automatic,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5,21.66 kmpl,88000,First Owner,Dealer,675000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7,12.99 kmpl,80000,First Owner,Dealer,950000
Mahindra XUV500 W5 BSIV,2018,Diesel,Manual,2179 CC,152.87 bhp,360Nm@ 1750-2800rpm,7,15.1 kmpl,59865,First Owner,Dealer,1051000
Volkswagen Polo 2015-2019 GT 1.5 TDI,2016,Diesel,Manual,1498 CC,108.5 bhp,250nm@ 1500-3000rpm,5,21.49 kmpl,60000,First Owner,Dealer,591000
Hyundai i20 Asta 1.4 CRDi,2015,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,72000,First Owner,Dealer,585000
Honda City i-VTEC CVT ZX,2017,Petrol,Automatic,1497 CC,117.6 bhp,145Nm@ 4600rpm,5,18.0 kmpl,68140,First Owner,Dealer,1025000
Maruti Swift VDI,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,28.4 kmpl,53190,First Owner,Dealer,450000
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2014,Diesel,Manual,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5,22.54 kmpl,70100,First Owner,Dealer,484999
Honda Jazz 1.5 S i DTEC,2018,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,27.3 kmpl,47725,First Owner,Dealer,650000
Maruti Swift Dzire VDI,2014,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,70195,Second Owner,Dealer,434999
Ford Figo Diesel EXI,2011,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,77395,Second Owner,Dealer,195000
Mahindra Marazzo M2 8Str BSIV,2019,Diesel,Manual,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8,17.3 kmpl,17000,First Owner,Dealer,1000000
Hyundai Elantra CRDi SX Option AT,2013,Diesel,Automatic,1498 CC,113.42 bhp,250nm@ 1500-2750rpm,5,14.62 kmpl,64000,First Owner,Dealer,650000
Chevrolet Beat Diesel LS,2014,Diesel,Manual,936 CC,56.3 bhp,142.5Nm@ 1750rpm,5,25.44 kmpl,74321,First Owner,Dealer,190000
Maruti Swift Dzire ZDI,2013,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,80235,Second Owner,Dealer,409999
Hyundai Creta 1.6 CRDi AT SX Plus,2016,Diesel,Automatic,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,17.01 kmpl,77150,First Owner,Dealer,1050000
Volkswagen Vento 1.5 TDI Highline Plus AT,2015,Diesel,Automatic,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5,22.15 kmpl,69000,First Owner,Dealer,651000
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,2015,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,23.65 kmpl,57000,First Owner,Dealer,650000
Skoda Rapid 1.5 TDI Ambition Plus,2017,Diesel,Manual,1498 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,21.14 kmpl,89000,First Owner,Dealer,750000
Volkswagen Passat Highline DSG S (Spl. Edition),2012,Diesel,Automatic,1968 CC,140 bhp,"36.6@ 1,750-2,500(kgm@ rpm)",5,14.3 kmpl,61100,First Owner,Dealer,799000
Skoda Octavia Ambiente 1.9 TDI,2010,Diesel,Manual,1896 CC,66 bhp,210 / 1900,5,18.7 kmpl,116000,First Owner,Individual,355000
Hyundai Verna 1.6 CRDi S Option,2015,Diesel,Manual,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5,23.9 kmpl,80000,First Owner,Individual,600000
Maruti Swift VDI,2018,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,28.4 kmpl,26000,First Owner,Individual,685000
Maruti Swift LDI,2018,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,28.4 kmpl,100000,First Owner,Individual,509999
Maruti Alto Green LXi (CNG),2012,CNG,Manual,796 CC,38.4 bhp,62Nm@ 3000rpm,5,26.83 km/kg,82300,Second Owner,Individual,150000
Maruti Swift Dzire Vdi BSIV,2017,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,82050,First Owner,Individual,650000
Toyota Etios VD,2012,Diesel,Manual,,,,,,74500,First Owner,Individual,400000
Mahindra XUV500 W8 4WD,2012,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,120000,Second Owner,Individual,675000
Renault KWID AMT,2018,Petrol,Automatic,999 CC,67 bhp,91Nm@ 4250rpm,5,24.04 kmpl,30000,First Owner,Individual,319000
Honda Amaze S Petrol BSIV,2019,Petrol,Manual,1199 CC,88.76 bhp,110Nm@ 4800rpm,5,19.5 kmpl,6000,First Owner,Individual,640000
Hyundai i20 1.2 Asta,2017,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,30000,First Owner,Individual,650000
Maruti Ertiga VDI,2015,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,70000,First Owner,Individual,650000
Maruti Alto Green LXi (CNG),2010,CNG,Manual,796 CC,38.4 bhp,62Nm@ 3000rpm,5,26.83 km/kg,70000,Second Owner,Individual,155000
Maruti Ertiga VDI,2015,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750rpm,7,20.77 kmpl,70000,First Owner,Individual,650000
Maruti Swift Ldi BSIII,2008,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,120000,First Owner,Individual,175000
Hyundai Grand i10 CRDi SportZ Edition,2014,Diesel,Manual,1120 CC,70 bhp,159.8Nm@ 1500-2750rpm,5,24.0 kmpl,76000,Third Owner,Individual,375000
Hyundai Grand i10 CRDi Asta,2014,Diesel,Manual,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5,24.0 kmpl,80000,Second Owner,Individual,430000
Tata Indica V2 DLS,2008,Diesel,Manual,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5,17.2 kmpl,110000,Second Owner,Individual,65000
Hyundai Accent GLS,2009,Petrol,Manual,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5,13.2 kmpl,70000,Third Owner,Individual,150000
Hyundai i20 Active S Petrol,2019,Petrol,Manual,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5,17.19 kmpl,13000,First Owner,Individual,620000
Ford Classic 1.6 Duratec CLXI,2013,Petrol,Manual,1596 CC,99.6 bhp,146Nm@ 3400rpm,5,14.09 kmpl,60000,Second Owner,Individual,250000
Maruti Ritz VDi,2011,Diesel,Manual,1248 CC,73.9 bhp,113Nm@ 4500rpm,5,21.1 kmpl,165000,First Owner,Individual,275000
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2013,Diesel,Manual,2499 CC,72.4 bhp,171Nm@ 1800rpm,10,13.58 kmpl,120000,Second Owner,Individual,454000
Mahindra TUV 300 T4,2017,Diesel,Manual,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7,18.49 kmpl,30000,Second Owner,Individual,600000
Volkswagen Vento Diesel Comfortline,2011,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,100000,Second Owner,Individual,400000
Mahindra Renault Logan 1.5 DLE Diesel,2007,Diesel,Manual,1461 CC,65 bhp,"16@ 2,000(kgm@ rpm)",5,19.2 kmpl,187000,Second Owner,Individual,180000
Maruti Vitara Brezza VDi,2016,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,70000,First Owner,Individual,750000
Maruti Swift VXI Optional,2016,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,20.4 kmpl,40000,First Owner,Individual,500000
Audi Q3 2.0 TDI Quattro Premium Plus,2017,Diesel,Automatic,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5,15.73 kmpl,22000,First Owner,Dealer,2825000
Honda Civic ZX Diesel BSIV,2020,Diesel,Manual,1597 CC,118 bhp,300Nm@ 2000rpm,5,26.8 kmpl,5500,First Owner,Dealer,2125000
BMW X1 sDrive20d M Sport,2018,Diesel,Automatic,1998 CC,190 bhp,400nm@ 1750-2500rpm,5,19.62 kmpl,18000,First Owner,Dealer,3350000
Honda Jazz VX CVT,2019,Petrol,Automatic,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.2 kmpl,1500,First Owner,Individual,840000
Honda Mobilio RS Option i DTEC,2015,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,7,24.5 kmpl,46000,First Owner,Individual,1000000
Maruti Baleno Alpha 1.3,2017,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,27.39 kmpl,24400,First Owner,Individual,740000
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2018,Diesel,Automatic,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5,22.15 kmpl,29899,First Owner,Dealer,1290000
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2018,Diesel,Automatic,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8,11.36 kmpl,20000,First Owner,Dealer,1800000
Hyundai Grand i10 Nios Sportz,2020,Petrol,Manual,1197 CC,81.86 bhp,113.75Nm@ 4000rpm,5,20.7 kmpl,2000,First Owner,Dealer,775000
Renault Lodgy 85PS RxL,2017,Diesel,Manual,1461 CC,83.8 bhp,200Nm@ 1900rpm,8,21.04 kmpl,34000,First Owner,Dealer,695000
Hyundai Elite i20 Asta Option CVT BSIV,2018,Petrol,Automatic,1197 CC,81.86 bhp,117nm@ 4000rpm,5,17.4 kmpl,31000,First Owner,Dealer,730000
Chevrolet Trailblazer LTZ 4X2 AT,2016,Diesel,Automatic,2776 CC,197.2 bhp,500Nm@ 2000rpm,7,11.45 kmpl,46000,Second Owner,Dealer,1295000
Isuzu MU 7 AT Premium,2016,Diesel,Automatic,2999 CC,161 bhp,333Nm@ 1600-3200rpm,7,12.08 kmpl,121000,First Owner,Dealer,1160000
Mercedes-Benz GLC 220d 4MATIC,2017,Diesel,Automatic,1950 CC,194 bhp,400nm@ 2800rpm,5,0.0 kmpl,60000,First Owner,Dealer,3300000
Hyundai Santro Asta BSIV,2018,Petrol,Manual,1086 CC,68 bhp,99Nm@ 4500rpm,5,20.3 kmpl,7000,First Owner,Dealer,540000
Maruti Celerio ZXI Optional AMT BSIV,2016,Petrol,Automatic,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,10000,First Owner,Dealer,434999
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,Diesel,Automatic,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5,17.9 kmpl,6000,First Owner,Dealer,4600000
Force Gurkha Hard Top BS3 4WD,2018,Diesel,Manual,2596 CC,80.8 bhp,230Nm@ 1800-2000rpm,5,17.0 kmpl,20000,First Owner,Dealer,910000
Hyundai Creta 1.6 CRDi SX,2015,Diesel,Manual,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5,19.67 kmpl,59235,First Owner,Dealer,850000
BMW X4 M Sport X xDrive20d,2019,Diesel,Automatic,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5,16.78 kmpl,21000,First Owner,Dealer,5800000
Honda Amaze S i-Dtech,2014,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.8 kmpl,48000,First Owner,Individual,520000
Mahindra Xylo D4,2018,Diesel,Manual,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7,14.95 kmpl,114000,First Owner,Individual,650000
Maruti Swift Dzire LDi,2011,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,120000,Second Owner,Individual,430000
Hyundai i20 Magna Optional 1.4 CRDi,2013,Diesel,Manual,1396 CC,88.8 bhp,219.7Nm@ 1500-2750rpm,5,21.9 kmpl,144000,First Owner,Individual,360000
Hyundai i20 Magna Optional 1.4 CRDi,2013,Diesel,Manual,1396 CC,88.8 bhp,219.7Nm@ 1500-2750rpm,5,21.9 kmpl,144000,First Owner,Individual,350000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,Diesel,Manual,1248 CC,88.5 bhp,200Nm@ 1750rpm,5,24.3 kmpl,190000,First Owner,Individual,791000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,Diesel,Manual,2494 CC,100.6 bhp,200Nm@ 1400-3400rpm,7,12.99 kmpl,190000,Second Owner,Individual,950000
Maruti Swift VDI,2019,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,28.4 kmpl,20000,First Owner,Individual,690000
Hyundai Verna CRDi 1.6 EX,2017,Diesel,Manual,1582 CC,126.2 bhp,259.87nm@ 1500-3000rpm,5,22.0 kmpl,40000,Second Owner,Individual,860000
Maruti Swift Dzire Vdi BSIV,2012,Diesel,Manual,1248 CC,73.9 bhp,190Nm@ 2000rpm,5,19.3 kmpl,100000,First Owner,Individual,371000
Tata Indica V2 DLX TC,2008,Diesel,Manual,1405 CC,68 bhp,"13@ 2,500(kgm@ rpm)",5,16.8 kmpl,60000,Second Owner,Individual,45000
Ford Fiesta 1.4 ZXi TDCi Limited Edition,2006,Diesel,Manual,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5,17.8 kmpl,201000,First Owner,Individual,55000
Volkswagen Vento Diesel Highline,2011,Diesel,Manual,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5,20.54 kmpl,110000,First Owner,Individual,240000
Maruti Swift VDI BSIV,2014,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,77215,Second Owner,Individual,495000
Maruti Swift 1.3 LXI,2005,Petrol,Manual,,,,,,50000,First Owner,Individual,170000
Honda Jazz 1.2 S i VTEC,2015,Petrol,Manual,1199 CC,88.7 bhp,110Nm@ 4800rpm,5,18.7 kmpl,48228,First Owner,Dealer,671000
Maruti Swift VDI Optional,2017,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,25.2 kmpl,58559,First Owner,Dealer,693000
Maruti Swift VDI BSIV,2010,Diesel,Manual,,,,,,72179,First Owner,Dealer,352000
Honda City i DTec SV,2016,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,26.0 kmpl,50856,First Owner,Dealer,802999
Honda City i VTEC VX,2017,Petrol,Manual,1497 CC,117.3 bhp,145Nm@ 4600rpm,5,17.8 kmpl,18300,First Owner,Individual,890000
Maruti Swift LDI,2015,Diesel,Manual,1248 CC,74 bhp,190Nm@ 2000rpm,5,28.4 kmpl,59292,First Owner,Dealer,495000
Maruti Celerio ZXI Optional AMT BSIV,2018,Petrol,Automatic,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,10000,First Owner,Dealer,545000
Maruti Baleno Zeta Automatic,2018,Petrol,Automatic,1197 CC,83.1 bhp,115Nm@ 4000rpm,5,21.4 kmpl,21147,First Owner,Dealer,775000
Honda City i-DTEC ZX,2017,Diesel,Manual,1498 CC,97.9 bhp,200Nm@ 1750rpm,5,25.6 kmpl,69000,First Owner,Dealer,925000
Mahindra Marazzo M8,2019,Diesel,Manual,1497 CC,121 bhp,300Nm@ 1750-2500rpm,7,17.3 kmpl,10000,First Owner,Individual,1450000
Maruti Swift AMT VDI,2018,Diesel,Automatic,1248 CC,74 bhp,190Nm@ 2000rpm,5,28.4 kmpl,16000,First Owner,Dealer,790000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,Diesel,Manual,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8,13.68 kmpl,36000,First Owner,Dealer,1789999
Maruti Baleno Delta,2017,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.01 kmpl,37000,First Owner,Dealer,620000
Maruti Celerio VDi,2016,Diesel,Manual,793 CC,47 bhp,125Nm@ 2000rpm,5,27.62 kmpl,61173,First Owner,Dealer,375000
Maruti Swift VDI BSIV W ABS,2016,Diesel,Manual,,,,,,77321,First Owner,Dealer,595000
Audi A4 35 TDI Premium Plus,2016,Diesel,Automatic,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5,18.25 kmpl,30000,First Owner,Dealer,2450000
Mahindra XUV500 W8 2WD,2014,Diesel,Manual,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,15.1 kmpl,75000,First Owner,Dealer,850000
Maruti Baleno Alpha CVT,2017,Petrol,Automatic,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,19.56 kmpl,51000,First Owner,Dealer,750000
Maruti Baleno Alpha,2018,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.01 kmpl,17000,First Owner,Dealer,775000
Maruti Swift Vdi BSIII,2008,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,100000,Second Owner,Individual,260000
Audi A6 2.0 TDI Premium Plus,2013,Diesel,Automatic,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5,17.68 kmpl,35000,Second Owner,Individual,2000000
Hyundai EON Sportz,2017,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,10000,First Owner,Individual,300000
Mahindra XUV500 AT W10 AWD,2016,Diesel,Automatic,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,91567,Third Owner,Individual,1300000
Maruti Celerio VXI,2017,Petrol,Manual,998 CC,67.04 bhp,90Nm@ 3500rpm,5,23.1 kmpl,50000,First Owner,Individual,380000
Hyundai Grand i10 1.2 Kappa Sportz Option,2017,Petrol,Manual,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5,18.9 kmpl,60000,First Owner,Individual,480000
Maruti Alto 800 LXI,2016,Petrol,Manual,796 CC,47.3 bhp,69Nm@ 3500rpm,5,22.74 kmpl,35000,Second Owner,Individual,240000
Hyundai Verna 1.4 VTVT,2014,Petrol,Manual,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5,17.43 kmpl,33400,First Owner,Individual,500000
Maruti Swift LXI Optional-O,2015,Petrol,Manual,1197 CC,83.11 bhp,113Nm@ 4200rpm,5,20.4 kmpl,36000,First Owner,Individual,420000
Ford Figo Diesel ZXI,2011,Diesel,Manual,1399 CC,68 bhp,160Nm@ 2000rpm,5,20.0 kmpl,180000,Second Owner,Individual,130000
Maruti Alto K10 2010-2014 VXI,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,80000,First Owner,Individual,110000
Maruti Alto LX BSIII,2007,Petrol,Manual,796 CC,46.3 bhp,62Nm@ 3000rpm,5,19.7 kmpl,120000,Second Owner,Individual,120000
Maruti Swift Dzire AMT ZDI,2017,Diesel,Automatic,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,80000,First Owner,Individual,700000
Maruti Swift Dzire LDI,2018,Diesel,Manual,1248 CC,74.02 bhp,190Nm@ 2000rpm,5,28.4 kmpl,120000,First Owner,Individual,550000
Tata Indigo CS LX (TDI) BS-III,2014,Diesel,Manual,1405 CC,69.01 bhp,135Nm@ 2500rpm,5,19.09 kmpl,110000,Second Owner,Individual,190000
Toyota Etios Liva 1.4 VD,2018,Diesel,Manual,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5,23.59 kmpl,70000,First Owner,Individual,665000
Mahindra Xylo D4,2014,Diesel,Manual,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7,14.95 kmpl,120000,Second Owner,Individual,445000
Hyundai i20 Magna 1.4 CRDi (Diesel),2012,Diesel,Manual,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5,21.9 kmpl,92686,Second Owner,Dealer,340000
Hyundai Sonata 2.0L CRDi MT,2009,Diesel,Manual,1991 CC,142 bhp,"33@ 2,000-2,680(kgm@ rpm)",5,13.6 kmpl,180000,First Owner,Individual,330000
Tata Manza Club Class Quadrajet90 LX,2012,Diesel,Manual,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5,21.02 kmpl,80000,First Owner,Individual,270000
Mahindra XUV500 AT W8 FWD,2015,Diesel,Automatic,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7,16.0 kmpl,70000,First Owner,Individual,1044999
Maruti Swift Ldi BSIV,2009,Diesel,Manual,1248 CC,75 bhp,190Nm@ 2000rpm,5,17.8 kmpl,117000,First Owner,Individual,279000
Ford Aspire Trend Plus,2018,Petrol,Manual,1194 CC,94.93 bhp,120Nm@ 4250rpm,5,20.4 kmpl,15000,First Owner,Individual,620000
Skoda Octavia L and K 1.9 TDI (MT),2007,Diesel,Manual,1896 CC,122.4 bhp,"21.4@ 1,900(kgm@ rpm)",5,16.6 kmpl,100000,Second Owner,Individual,250000
Hyundai Verna 1.6 SX VTVT AT,2012,Petrol,Automatic,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5,15.74 kmpl,83000,First Owner,Individual,475000
Chevrolet Cruze LTZ AT,2016,Diesel,Automatic,1998 CC,163.7 bhp,360Nm@ 2000rpm,5,14.81 kmpl,67600,First Owner,Individual,750000
Mitsubishi Pajero Sport Anniversary Edition,2015,Diesel,Manual,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7,13.5 kmpl,160000,Second Owner,Individual,1250000
Hyundai EON Era Plus,2014,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,80000,Second Owner,Individual,250000
Honda Amaze VX i-DTEC,2013,Diesel,Manual,1498 CC,98.6 bhp,200Nm@ 1750rpm,5,25.8 kmpl,100000,First Owner,Individual,445000
Volkswagen Jetta 2.0 TDI Comfortline,2010,Diesel,Manual,1896 CC,105 bhp,"25.5@ 1,900(kgm@ rpm)",5,15.0 kmpl,100000,First Owner,Individual,400000
Hyundai i20 1.4 CRDi Era,2010,Diesel,Manual,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5,23.0 kmpl,90000,Second Owner,Individual,350000
Skoda Rapid Ultima 1.6 TDI Elegance,2012,Diesel,Manual,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5,20.5 kmpl,140000,First Owner,Individual,295000
Maruti Swift Dzire VXI 1.2,2018,Petrol,Manual,1197 CC,81.80 bhp,113Nm@ 4200rpm,5,21.21 kmpl,25000,First Owner,Individual,600000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,Diesel,Manual,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8,13.68 kmpl,20000,First Owner,Individual,1650000
Maruti 800 AC,2012,Petrol,Manual,796 CC,37 bhp,59Nm@ 2500rpm,4,16.1 kmpl,30000,First Owner,Individual,100000
Ford Aspire Trend Plus,2018,Petrol,Manual,1194 CC,94.93 bhp,120Nm@ 4250rpm,5,20.4 kmpl,13000,First Owner,Individual,690000
Hyundai i20 1.2 Asta,2018,Petrol,Manual,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5,18.6 kmpl,42000,First Owner,Individual,710000
Hyundai EON 1.0 Kappa Magna Plus Optional,2018,Petrol,Manual,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5,20.3 kmpl,10000,Second Owner,Individual,350000
Maruti Alto K10 2010-2014 VXI,2012,Petrol,Manual,998 CC,67.1 bhp,90Nm@ 3500rpm,5,20.92 kmpl,13000,First Owner,Individual,220000
Renault Triber RXZ BSIV,2019,Petrol,Manual,999 CC,72 bhp,96Nm@ 3500rpm,7,20.0 kmpl,6500,First Owner,Individual,700000
Hyundai EON Magna Plus,2013,Petrol,Manual,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5,21.1 kmpl,49500,Second Owner,Individual,198000
