Year,Month,Quarter,Airline,Type,PassengerToIndia,PassengerFromIndia,FreightToIndia,FreightFromIndia
2015,DEC,Q4,THAI AIR ASIA,FOREIGN,38333,11854,27.217,15.09
2015,DEC,Q4,THAI AIRWAYS,FOREIGN,58107,66009,2393.045,1422.396
2015,DEC,Q4,THOMAS COOK AIRLINES U.K.,FOREIGN,5112,7390,1.178,39.646
2015,DEC,Q4,TIGER AIRWAYS,FOREIGN,30843,28471,112.929,233.013
2015,DEC,Q4,TRANSAERO AIRLINES,FOREIGN,0,0,0,0
2015,DEC,Q4,TURKISH AIRLINES,FOREIGN,18678,16207,811.405,684.657
2015,DEC,Q4,TURKMENISTAN AIRLINES,FOREIGN,4303,3026,0,15.583
2015,DEC,Q4,UNITED AIRLINES,FOREIGN,14975,14586,261.232,231.285
2015,DEC,Q4,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,1570,2174,0,0
2015,DEC,Q4,UNITED PARCEL SERVICES,FOREIGN,0,0,552.963,398.866
2015,DEC,Q4,UZBEKISTAN AIRWAYS,FOREIGN,4615,3766,260.562,370.62
2015,DEC,Q4,VIRGIN ATLANTIC AIRLINES,FOREIGN,6986,6168,276.783,376.798
2015,DEC,Q4,YEMENIA AIRWAYS,FOREIGN,0,200,0,2.213
2016,JAN,Q1,AIR INDIA,DOMESTIC,261873,279107,3509.9,4643.8
2016,JAN,Q1,AIR INDIA EXPRESS,DOMESTIC,105132,124371,13,348.3
2016,JAN,Q1,INDIGO,DOMESTIC,64903,74827,27.3,740.6
2016,JAN,Q1,JET AIRWAYS,DOMESTIC,308204,329373,3676.9,5175.1
2016,JAN,Q1,SPICEJET,DOMESTIC,59633,63133,76.1,402.6
2016,JAN,Q1,AEROFLOT,FOREIGN,4896,6892,9.3,152.1
2016,JAN,Q1,AEROLOGIC,FOREIGN,0,0,3.1,3.8
2016,JAN,Q1,AIR ARABIA,FOREIGN,80828,83524,89.8,1069
2016,JAN,Q1,AIR ASIA X,FOREIGN,0,0,0,0
2016,JAN,Q1,AIR ASIA BERHAD,FOREIGN,33005,35110,27.3,269.4
2016,JAN,Q1,AIR ASTANA,FOREIGN,2497,3012,0.7,16.2
2016,JAN,Q1,AIR AUSTRAL,FOREIGN,387,346,3.8,1.4
2016,JAN,Q1,AIR CANADA,FOREIGN,4221,4782,566,192
2016,JAN,Q1,AIR CHINA,FOREIGN,4915,4744,92.4,102.2
2016,JAN,Q1,AIR FRANCE,FOREIGN,20766,23078,826.2,1201.9
2016,JAN,Q1,AIR MANAS,FOREIGN,721,727,0,13.9
2016,JAN,Q1,AIR MAURITIUS,FOREIGN,7036,8580,17,181.6
2016,JAN,Q1,AIR SEYCHELLES,FOREIGN,2012,2199,0.3,1.7
2016,JAN,Q1,ALL NIPPON AIRWAYS,FOREIGN,5380,6056,110.6,422.9
2016,JAN,Q1,ARIANA AFGHAN,FOREIGN,2645,2225,22.6,122.1
2016,JAN,Q1,ASIANA AIRLINES,FOREIGN,3136,3161,22.9,91.5
2016,JAN,Q1,AUSTRIAN AIRLINES,FOREIGN,4420,4947,136.7,221.7
2016,JAN,Q1,BANGKOK AIRWAYS,FOREIGN,4477,4538,0.7,60.6
2016,JAN,Q1,BHUTAN AIRLINES,FOREIGN,1527,1331,0,0
2016,JAN,Q1,BIMAN BANGLADESH,FOREIGN,6582,5580,0,0
2016,JAN,Q1,BRITISH AIRWAYS,FOREIGN,42283,53556,1365,2579
2016,JAN,Q1,BUDHHA AIR,FOREIGN,0,0,0,0
2016,JAN,Q1,CATHAY PACIFIC,FOREIGN,32401,35953,5965.3,3496.5
2016,JAN,Q1,CHINA AIRLINES LTD,FOREIGN,2051,4818,98.4,151.5
2016,JAN,Q1,CHINA EASTERN AIRLINES,FOREIGN,9594,9164,290.3,158.5
2016,JAN,Q1,CHINA SOUTHERN ,FOREIGN,9111,8492,295,35
2016,JAN,Q1,DRAGON AIR,FOREIGN,3295,3611,2.7,14.1
2016,JAN,Q1,DRUK AIR,FOREIGN,3590,2800,0.3,5.2
2016,JAN,Q1,EGYPT AIR,FOREIGN,1194,1646,0.3,6.9
2016,JAN,Q1,EL-AL-ISRAEL,FOREIGN,3226,3459,75.6,121.7
2016,JAN,Q1,EMIRATES AIRLINE,FOREIGN,237552,262165,4823.9,11982.8
2016,JAN,Q1,ETHIOPIAN AIRLINES,FOREIGN,3101,4025,0.9,19.3
2016,JAN,Q1,ETIHAD AIRLINES,FOREIGN,157715,114634,820.1,1569.8
2016,JAN,Q1,EVA AIRWAYS,FOREIGN,0,0,0,0
2016,JAN,Q1,FEDERAL EXPRESS,FOREIGN,0,0,1124.9,1898.3
2016,JAN,Q1,FINN AIR,FOREIGN,4352,5404,187.7,332.5
2016,JAN,Q1,FLY DUBAI,FOREIGN,21125,21959,22.7,258
2016,JAN,Q1,GULF AIR,FOREIGN,38809,39779,44.8,558
2016,JAN,Q1,IRAN AIR,FOREIGN,1576,1471,1.7,31.7
2016,JAN,Q1,IRAQI AIRWAYS,FOREIGN,0,60,0,0
2016,JAN,Q1,ISLAND AVIATION SERVICES,FOREIGN,4269,6790,4.9,75.9
2016,JAN,Q1,JAPAN AIRLINES,FOREIGN,4034,4709,403.6,232.4
2016,JAN,Q1,KALITTA AIR,FOREIGN,0,0,1340.3,1109.3
2016,JAN,Q1,KAM AIR,FOREIGN,4360,3896,0,164.8
2016,JAN,Q1,KENYA AIRWAYS,FOREIGN,7346,10139,11.1,200.1
2016,JAN,Q1,KLM AIRLINES,FOREIGN,11749,12354,164.2,312.1
2016,JAN,Q1,KOREAN AIR,FOREIGN,2224,2633,64.8,65.6
2016,JAN,Q1,KUWAIT AIRWAYS,FOREIGN,17462,19936,101.3,711.2
2016,JAN,Q1,LUFTHANSA,FOREIGN,48577,53258,2836.2,2874
2016,JAN,Q1,MAHAN AIR,FOREIGN,1348,1701,6.2,38.2
2016,JAN,Q1,MALAYSIA AIRLINES,FOREIGN,34778,37166,921.4,858.2
2016,JAN,Q1,MALINDO AIRWAYS,FOREIGN,27912,30575,6.6,101.7
2016,JAN,Q1,MIHIN LANKA,FOREIGN,10087,10810,21.9,25
2016,JAN,Q1,MYANMAR AIRLINES,FOREIGN,1068,1091,0,0
2016,JAN,Q1,NEPAL AIRLINES CORPORATION,FOREIGN,3450,3512,0,41.7
2016,JAN,Q1,OMAN AIR,FOREIGN,72192,83740,178.7,1939.3
2016,JAN,Q1,PAK INTERNATIONAL,FOREIGN,990,2397,2.5,15.5
2016,JAN,Q1,QATAR AIRWAYS,FOREIGN,88533,98151,3588.9,6758.3
2016,JAN,Q1,REGENT AIRWAYS,FOREIGN,6265,6546,0,0
2016,JAN,Q1,SAFI AIRWAYS,FOREIGN,2881,2209,5.9,61.8
2016,JAN,Q1,SAUDIA,FOREIGN,66285,72411,128.4,2335.3
2016,JAN,Q1,SCAT AIRLINES,FOREIGN,924,855,0,0
2016,JAN,Q1,SHANDONG AIRLINES,FOREIGN,1420,910,0,0
2016,JAN,Q1,SILK AIR,FOREIGN,18335,27700,107.2,177.7
2016,JAN,Q1,SINGAPORE AIRLINES,FOREIGN,53202,60684,3569.5,3155.2
2016,JAN,Q1,SRILNKAN AIRWAYS,FOREIGN,55999,56324,654.1,1244.4
2016,JAN,Q1,SWISS AIR,FOREIGN,11864,13640,751.3,959.1
2016,JAN,Q1,TAJIK AIR,FOREIGN,437,316,0,4.5
2016,JAN,Q1,THAI AIR ASIA,FOREIGN,6189,6142,55.9,51.7
2016,JAN,Q1,THAI AIRWAYS,FOREIGN,58733,61687,2365.4,1507.9
2016,JAN,Q1,THOMAS COOK AIRLINES U.K.,FOREIGN,4837,4650,0.1,18.2
2016,JAN,Q1,TIGER AIRWAYS,FOREIGN,30866,30536,104.8,244.3
2016,JAN,Q1,TRANSAERO AIRLINES,FOREIGN,0,0,0,0
2016,JAN,Q1,TURKISH AIRLINES,FOREIGN,17432,17892,725.5,877
2016,JAN,Q1,TURKMENISTAN AIRLINES,FOREIGN,3407,4688,0,14.5
2016,JAN,Q1,UNITED AIRLINES,FOREIGN,13911,14300,195.5,285.5
2016,JAN,Q1,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,575,1727,0,0
2016,JAN,Q1,UNITED PARCEL SERVICES,FOREIGN,0,0,566.1,334.3
2016,JAN,Q1,UZBEKISTAN AIRWAYS,FOREIGN,3428,3962,274.2,551
2016,JAN,Q1,VIRGIN ATLANTIC AIRLINES,FOREIGN,5753,7075,256.9,390.4
2016,JAN,Q1,YEMENIA AIRWAYS,FOREIGN,59,217,0,3.3
2016,FEB,Q1,AIR INDIA,DOMESTIC,222709,235431,3694,5053
2016,FEB,Q1,AIR INDIA EXPRESS,DOMESTIC,89688,110442,18.4,369.1
2016,FEB,Q1,INDIGO,DOMESTIC,63752,71028,25.9,860.7
2016,FEB,Q1,JET AIRWAYS,DOMESTIC,257058,292735,3386.2,5237
2016,FEB,Q1,SPICEJET,DOMESTIC,60194,66200,53.3,349.3
2016,FEB,Q1,AEROFLOT,FOREIGN,5266,5746,214.3,22.8
2016,FEB,Q1,AEROLOGIC,FOREIGN,0,0,3.1,3.5
2016,FEB,Q1,AIR ARABIA,FOREIGN,70573,73935,75.4,1078.7
2016,FEB,Q1,AIR ASIA X,FOREIGN,0,0,0,0
2016,FEB,Q1,AIR ASIA BERHAD,FOREIGN,30677,31080,58.4,230.6
2016,FEB,Q1,AIR ASTANA,FOREIGN,2059,2313,2.4,20.3
2016,FEB,Q1,AIR AUSTRAL,FOREIGN,253,265,2.1,2.7
2016,FEB,Q1,AIR CANADA,FOREIGN,4794,4832,120,140.2
2016,FEB,Q1,AIR CHINA,FOREIGN,3266,3838,99.9,280.4
2016,FEB,Q1,AIR FRANCE,FOREIGN,20932,19921,1060.1,991.4
2016,FEB,Q1,AIR MANAS,FOREIGN,0,0,0,0
2016,FEB,Q1,AIR MAURITIUS,FOREIGN,7477,7863,19.1,188.8
2016,FEB,Q1,AIR SEYCHELLES,FOREIGN,2107,2196,0,2.2
2016,FEB,Q1,ALL NIPPON AIRWAYS,FOREIGN,5166,5597,109,422.1
2016,FEB,Q1,ARIANA AFGHAN,FOREIGN,2288,2414,28.9,104.9
2016,FEB,Q1,ASIANA AIRLINES,FOREIGN,2805,2855,25.2,86.5
2016,FEB,Q1,AUSTRIAN AIRLINES,FOREIGN,3552,3743,142.9,164
2016,FEB,Q1,BANGKOK AIRWAYS,FOREIGN,3707,3803,0.2,47.1
2016,FEB,Q1,BHUTAN AIRLINES,FOREIGN,1382,1382,0,0.6
2016,FEB,Q1,BIMAN BANGLADESH,FOREIGN,5493,6092,0,0
2016,FEB,Q1,BRITISH AIRWAYS,FOREIGN,41295,44654,1329,2513
2016,FEB,Q1,BUDHHA AIR,FOREIGN,45,37,0,0
2016,FEB,Q1,CATHAY PACIFIC,FOREIGN,25008,28615,4409.8,4209
2016,FEB,Q1,CHINA AIRLINES LTD,FOREIGN,1654,4847,64.5,110.9
2016,FEB,Q1,CHINA EASTERN AIRLINES,FOREIGN,7201,7801,147.1,142.8
2016,FEB,Q1,CHINA SOUTHERN ,FOREIGN,5732,6113,110.5,35.8
2016,FEB,Q1,DRAGON AIR,FOREIGN,7155,8261,3.6,17.4
2016,FEB,Q1,DRUK AIR,FOREIGN,4667,4185,0.3,4.1
2016,FEB,Q1,EGYPT AIR,FOREIGN,906,1246,0.8,4.1
2016,FEB,Q1,EL-AL-ISRAEL,FOREIGN,3155,3321,66.7,152.7
2016,FEB,Q1,EMIRATES AIRLINE,FOREIGN,208964,234513,4733.8,12125.4
2016,FEB,Q1,ETHIOPIAN AIRLINES,FOREIGN,3081,3143,302.5,36.9
2016,FEB,Q1,ETIHAD AIRLINES,FOREIGN,89334,88432,671.6,1454.2
2016,FEB,Q1,EVA AIRWAYS,FOREIGN,0,0,0,0
2016,FEB,Q1,FEDERAL EXPRESS,FOREIGN,0,0,902,1775.4
2016,FEB,Q1,FINN AIR,FOREIGN,4852,4267,143.3,302.5
2016,FEB,Q1,FLY DUBAI,FOREIGN,18919,19517,21.8,244.5
2016,FEB,Q1,GULF AIR,FOREIGN,34092,35950,40.8,616.8
2016,FEB,Q1,IRAN AIR,FOREIGN,1187,1233,0.8,36.2
2016,FEB,Q1,IRAQI AIRWAYS,FOREIGN,0,68,0,0
2016,FEB,Q1,ISLAND AVIATION SERVICES,FOREIGN,3491,3772,5,77.1
2016,FEB,Q1,JAPAN AIRLINES,FOREIGN,4197,4281,354.3,260.2
2016,FEB,Q1,KALITTA AIR,FOREIGN,0,0,854.5,1221.6
2016,FEB,Q1,KAM AIR,FOREIGN,4435,4299,0,241.8
2016,FEB,Q1,KENYA AIRWAYS,FOREIGN,6844,9219,10,148.6
2016,FEB,Q1,KLM AIRLINES,FOREIGN,5678,6170,11.2,190.3
2016,FEB,Q1,KOREAN AIR,FOREIGN,2093,1634,71.2,63.4
2016,FEB,Q1,KUWAIT AIRWAYS,FOREIGN,18901,24218,99.1,1253.3
2016,FEB,Q1,LUFTHANSA,FOREIGN,47205,48647,3529.3,3575
2016,FEB,Q1,MAHAN AIR,FOREIGN,2060,1946,7.8,47.5
2016,FEB,Q1,MALAYSIA AIRLINES,FOREIGN,31681,32298,323.4,405.5
2016,FEB,Q1,MALINDO AIRWAYS,FOREIGN,19915,21830,13,130.6
2016,FEB,Q1,MIHIN LANKA,FOREIGN,11041,11468,18.8,34.2
2016,FEB,Q1,MYANMAR AIRLINES,FOREIGN,1482,1449,0,0
2016,FEB,Q1,NEPAL AIRLINES CORPORATION,FOREIGN,4949,5311,0,18.3
2016,FEB,Q1,OMAN AIR,FOREIGN,99250,67926,52.9,823.4
2016,FEB,Q1,PAK INTERNATIONAL,FOREIGN,639,1630,0.2,17.6
2016,FEB,Q1,QATAR AIRWAYS,FOREIGN,74654,88596,3821.3,7487.3
2016,FEB,Q1,REGENT AIRWAYS,FOREIGN,6361,6514,0,0
2016,FEB,Q1,SAFI AIRWAYS,FOREIGN,2999,2808,24.4,142.4
2016,FEB,Q1,SAUDIA,FOREIGN,56227,59224,116.4,2347.1
2016,FEB,Q1,SCAT AIRLINES,FOREIGN,470,466,0,0
2016,FEB,Q1,SHANDONG AIRLINES,FOREIGN,866,1092,0,0
2016,FEB,Q1,SILK AIR,FOREIGN,14035,18486,75.5,189.8
2016,FEB,Q1,SINGAPORE AIRLINES,FOREIGN,42547,49950,3146.4,3070.8
2016,FEB,Q1,SRILNKAN AIRWAYS,FOREIGN,48461,52944,529,1204.8
2016,FEB,Q1,SWISS AIR,FOREIGN,10461,11690,784.7,524
2016,FEB,Q1,TAJIK AIR,FOREIGN,251,230,0,4.6
2016,FEB,Q1,THAI AIR ASIA,FOREIGN,5753,5540,38.6,77
2016,FEB,Q1,THAI AIRWAYS,FOREIGN,47181,54275,2099.6,1572.6
2016,FEB,Q1,THOMAS COOK AIRLINES U.K.,FOREIGN,4787,4861,0.1,28.1
2016,FEB,Q1,TIGER AIRWAYS,FOREIGN,26657,27082,86.3,262.1
2016,FEB,Q1,TRANSAERO AIRLINES,FOREIGN,0,0,0,0
2016,FEB,Q1,TURKISH AIRLINES,FOREIGN,17548,17913,1883.8,2417
2016,FEB,Q1,TURKMENISTAN AIRLINES,FOREIGN,4694,3014,0,21.1
2016,FEB,Q1,UNITED AIRLINES,FOREIGN,12688,12725,177.2,350.3
2016,FEB,Q1,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,0,0,0,0
2016,FEB,Q1,UNITED PARCEL SERVICES,FOREIGN,0,0,386.4,323.6
2016,FEB,Q1,UZBEKISTAN AIRWAYS,FOREIGN,3660,3589,251.1,552.5
2016,FEB,Q1,VIRGIN ATLANTIC AIRLINES,FOREIGN,7082,6369,230,417.3
2016,FEB,Q1,YEMENIA AIRWAYS,FOREIGN,0,0,0,0
2016,MAR,Q1,AIR INDIA,DOMESTIC,233663,259082,3827.6,4454.2
2016,MAR,Q1,AIR INDIA EXPRESS,DOMESTIC,107055,117130,15.1,498.8
2016,MAR,Q1,INDIGO,DOMESTIC,74361,78525,26.8,1044.9
2016,MAR,Q1,JET AIRWAYS,DOMESTIC,291723,309805,4077.1,6138.2
2016,MAR,Q1,SPICEJET,DOMESTIC,71017,75178,94.2,439.9
2016,MAR,Q1,AEROFLOT,FOREIGN,8257,9411,20.5,225.2
2016,MAR,Q1,AEROLOGIC,FOREIGN,0,0,3.7,3.6
2016,MAR,Q1,AIR ARABIA,FOREIGN,76750,78529,122.8,1207
2016,MAR,Q1,AIR ASIA X,FOREIGN,5136,5550,201.8,184.6
2016,MAR,Q1,AIR ASIA BERHAD,FOREIGN,30868,31059,44.4,326.9
2016,MAR,Q1,AIR ASTANA,FOREIGN,2488,3097,0.1,21.3
2016,MAR,Q1,AIR AUSTRAL,FOREIGN,287,256,0,5.3
2016,MAR,Q1,AIR CANADA,FOREIGN,5508,5690,56.5,105.8
2016,MAR,Q1,AIR CHINA,FOREIGN,4057,4854,117.8,190.8
2016,MAR,Q1,AIR FRANCE,FOREIGN,18479,20326,925.9,1090.1
2016,MAR,Q1,AIR MANAS,FOREIGN,621,809,0,21.9
2016,MAR,Q1,AIR MAURITIUS,FOREIGN,7239,7427,26.8,240.6
2016,MAR,Q1,AIR SEYCHELLES,FOREIGN,2213,1945,0,2.2
2016,MAR,Q1,ALL NIPPON AIRWAYS,FOREIGN,4971,6958,210.4,439.8
2016,MAR,Q1,ARIANA AFGHAN,FOREIGN,1529,2428,44.1,104.2
2016,MAR,Q1,ASIANA AIRLINES,FOREIGN,2620,3230,39.7,82.6
2016,MAR,Q1,AUSTRIAN AIRLINES,FOREIGN,2920,4773,174.3,202.7
2016,MAR,Q1,BANGKOK AIRWAYS,FOREIGN,3948,3888,1.4,48.6
2016,MAR,Q1,BHUTAN AIRLINES,FOREIGN,2284,2273,0,0
2016,MAR,Q1,BIMAN BANGLADESH,FOREIGN,6157,7050,0,0
2016,MAR,Q1,BRITISH AIRWAYS,FOREIGN,40425,47884,1619,3000
2016,MAR,Q1,BUDHHA AIR,FOREIGN,42,19,0,0
2016,MAR,Q1,CATHAY PACIFIC,FOREIGN,31068,34113,7045.6,5881.7
2016,MAR,Q1,CHINA AIRLINES LTD,FOREIGN,1730,5655,77,116.6
2016,MAR,Q1,CHINA EASTERN AIRLINES,FOREIGN,7201,7801,147.1,142.8
2016,MAR,Q1,CHINA SOUTHERN ,FOREIGN,8360,9516,191.6,57.2
2016,MAR,Q1,DRAGON AIR,FOREIGN,8622,9779,5.7,23
2016,MAR,Q1,DRUK AIR,FOREIGN,3559,4074,3.4,6
2016,MAR,Q1,EGYPT AIR,FOREIGN,1228,1040,16.1,1.5
2016,MAR,Q1,EL-AL-ISRAEL,FOREIGN,1302,1709,46.4,58.8
2016,MAR,Q1,EMIRATES AIRLINE,FOREIGN,221418,240516,5412,13563.4
2016,MAR,Q1,ETHIOPIAN AIRLINES,FOREIGN,11040,11271,221.4,1185
2016,MAR,Q1,ETIHAD AIRLINES,FOREIGN,87318,93914,597.6,1715.1
2016,MAR,Q1,EVA AIRWAYS,FOREIGN,0,0,0,0
2016,MAR,Q1,FEDERAL EXPRESS,FOREIGN,0,0,1174,2123.7
2016,MAR,Q1,FINN AIR,FOREIGN,4010,5076,143.3,302.5
2016,MAR,Q1,FLY DUBAI,FOREIGN,20012,20686,27.4,266.3
2016,MAR,Q1,GULF AIR,FOREIGN,36399,36604,63.9,706.6
2016,MAR,Q1,IRAN AIR,FOREIGN,1446,1340,4.7,29.4
2016,MAR,Q1,IRAQI AIRWAYS,FOREIGN,993,858,0,0
2016,MAR,Q1,ISLAND AVIATION SERVICES,FOREIGN,4466,4535,7.4,68.3
2016,MAR,Q1,JAPAN AIRLINES,FOREIGN,4388,5482,478.1,344.6
2016,MAR,Q1,KALITTA AIR,FOREIGN,0,0,1290.6,1067
2016,MAR,Q1,KAM AIR,FOREIGN,4077,5016,0,229.7
2016,MAR,Q1,KENYA AIRWAYS,FOREIGN,6530,7408,12.2,128.4
2016,MAR,Q1,KLM AIRLINES,FOREIGN,9963,11612,199.2,319.2
2016,MAR,Q1,KOREAN AIR,FOREIGN,1677,2141,68.4,92
2016,MAR,Q1,KUWAIT AIRWAYS,FOREIGN,22599,27358,132.8,1340.5
2016,MAR,Q1,LUFTHANSA,FOREIGN,44514,54291,4039.8,3789
2016,MAR,Q1,MAHAN AIR,FOREIGN,3373,2299,4.4,38.5
2016,MAR,Q1,MALAYSIA AIRLINES,FOREIGN,31028,32516,832.5,736.6
2016,MAR,Q1,MALINDO AIRWAYS,FOREIGN,20267,20156,51.9,107.2
2016,MAR,Q1,MIHIN LANKA,FOREIGN,10972,12589,332.2,59.7
2016,MAR,Q1,MYANMAR AIRLINES,FOREIGN,1382,1677,0,0
2016,MAR,Q1,NEPAL AIRLINES CORPORATION,FOREIGN,5749,6440,0,7.8
2016,MAR,Q1,OMAN AIR,FOREIGN,70018,66891,97.7,1196.5
2016,MAR,Q1,PAK INTERNATIONAL,FOREIGN,936,2167,5.4,21.4
2016,MAR,Q1,QATAR AIRWAYS,FOREIGN,81895,94028,4548,7965
2016,MAR,Q1,REGENT AIRWAYS,FOREIGN,6622,7007,0,0.1
2016,MAR,Q1,SAFI AIRWAYS,FOREIGN,2435,2630,35.5,118.3
2016,MAR,Q1,SAUDIA,FOREIGN,60591,70945,189.3,2932.4
2016,MAR,Q1,SCAT AIRLINES,FOREIGN,634,931,0,0
2016,MAR,Q1,SHANDONG AIRLINES,FOREIGN,981,1517,0,0
2016,MAR,Q1,SILK AIR,FOREIGN,15354,17560,109.4,226
2016,MAR,Q1,SINGAPORE AIRLINES,FOREIGN,48336,52243,3960.7,3582.2
2016,MAR,Q1,SRILNKAN AIRWAYS,FOREIGN,52801,55658,759.2,3615.7
2016,MAR,Q1,SWISS AIR,FOREIGN,9377,13426,770.4,998.7
2016,MAR,Q1,TAJIK AIR,FOREIGN,160,205,0,4.6
2016,MAR,Q1,THAI AIR ASIA,FOREIGN,5931,5770,33.1,84.3
2016,MAR,Q1,THAI AIRWAYS,FOREIGN,52038,59851,2244.4,1672.7
2016,MAR,Q1,THOMAS COOK AIRLINES U.K.,FOREIGN,1900,4972,1.9,24.5
2016,MAR,Q1,TIGER AIRWAYS,FOREIGN,27554,54020,123,294.2
2016,MAR,Q1,TRANSAERO AIRLINES,FOREIGN,0,0,0,0
2016,MAR,Q1,TURKISH AIRLINES,FOREIGN,16647,20092,1027,1260.9
2016,MAR,Q1,TURKMENISTAN AIRLINES,FOREIGN,5109,4245,0,15.3
2016,MAR,Q1,UNITED AIRLINES,FOREIGN,13867,14523,239.8,286
2016,MAR,Q1,UNITED AIRLINES BANGLADESH LTD.,FOREIGN,0,0,0,0
2016,MAR,Q1,UNITED PARCEL SERVICES,FOREIGN,0,0,407.1,388.6
2016,MAR,Q1,UZBEKISTAN AIRWAYS,FOREIGN,4496,4971,336.1,820.3
2016,MAR,Q1,VIRGIN ATLANTIC AIRLINES,FOREIGN,7499,7640,206.6,410.3
2016,MAR,Q1,YEMENIA AIRWAYS,FOREIGN,0,0,0,0
2016,APR,Q2,AIR INDIA,DOMESTIC,197373,263608,3729.3,5056.7
2016,APR,Q2,AIR INDIA EXPRESS,DOMESTIC,112653,133679,111.1,544.7
2016,APR,Q2,INDIGO,DOMESTIC,65124,77172,32.2,1007.9
2016,APR,Q2,JET AIRWAYS,DOMESTIC,286211,332474,3829.7,5770.9
2016,APR,Q2,SPICEJET,DOMESTIC,66101,73478,121.3,393.2
2016,APR,Q2,AEROFLOT,FOREIGN,5994,7963,5.5,87.6
2016,APR,Q2,AEROLOGIC,FOREIGN,0,0,3.5,2.7
2016,APR,Q2,AIR ARABIA,FOREIGN,71379,77643,121.2,1149.6
2016,APR,Q2,AIR ASIA X,FOREIGN,4865,5369,160.1,222
2016,APR,Q2,AIR ASIA BERHAD,FOREIGN,30354,32659,54.7,295.2
2016,APR,Q2,AIR ASTANA,FOREIGN,1806,2597,0.8,32.4
2016,APR,Q2,AIR AUSTRAL,FOREIGN,252,297,0,5.3
2016,APR,Q2,AIR CANADA,FOREIGN,4400,4958,34.7,101
2016,APR,Q2,AIR CHINA,FOREIGN,2356,3181,94,104
2016,APR,Q2,AIR FRANCE,FOREIGN,11926,14030,691.8,770.4
2016,APR,Q2,AIR MANAS,FOREIGN,607,1029,0,20.3
2016,APR,Q2,AIR MAURITIUS,FOREIGN,6215,7919,16.4,156.5
2016,APR,Q2,AIR SEYCHELLES,FOREIGN,1522,2059,2.2,2.7
2016,APR,Q2,ALL NIPPON AIRWAYS,FOREIGN,6666,7706,265.6,379.8
2016,APR,Q2,ARIANA AFGHAN,FOREIGN,868,1204,34.9,112.1
2016,APR,Q2,ASIANA AIRLINES,FOREIGN,1928,2925,62.5,100.1
2016,APR,Q2,AUSTRIAN AIRLINES,FOREIGN,208,670,20.8,28.8
2016,APR,Q2,BANGKOK AIRWAYS,FOREIGN,3597,3893,1.7,46.1
2016,APR,Q2,BHUTAN AIRLINES,FOREIGN,2212,2351,0,0
2016,APR,Q2,BIMAN BANGLADESH,FOREIGN,6072,6762,0,0
2016,APR,Q2,BRITISH AIRWAYS,FOREIGN,27722,47513,1524,3024
2016,APR,Q2,BUDDHA AIR,FOREIGN,93,115,0,0
2016,APR,Q2,CARGOLUX AIRLINES INTERNATIONAL S.A.,FOREIGN,0,0,0,0
2016,APR,Q2,CATHAY PACIFIC,FOREIGN,29086,35045,6650.4,4612.1
2016,APR,Q2,CHINA AIRLINES LTD,FOREIGN,1201,4424,84.7,101.4
2016,APR,Q2,CHINA EASTERN AIRLINES,FOREIGN,8781,10212,191.3,134.3
2016,APR,Q2,CHINA SOUTHERN ,FOREIGN,7391,8820,232.3,69.2
2016,APR,Q2,DRAGON AIR,FOREIGN,9393,10561,4.6,23.6
2016,APR,Q2,DRUK AIR,FOREIGN,4620,4435,0.2,4.9
2016,APR,Q2,EGYPT AIR,FOREIGN,821,1500,0.7,12.9
2016,APR,Q2,EL-AL-ISRAEL,FOREIGN,2131,2216,51.3,129.4
2016,APR,Q2,EMIRATES AIRLINE,FOREIGN,205472,247659,5209.3,13035.3
2016,APR,Q2,ETHIOPIAN AIRLINES,FOREIGN,12757,14771,125.3,1170.2
2016,APR,Q2,ETIHAD AIRLINES,FOREIGN,98024,120361,1170.5,2169.6
2016,APR,Q2,EVA AIRWAYS,FOREIGN,0,0,0,0
2016,APR,Q2,FEDERAL EXPRESS,FOREIGN,0,0,1063.6,2114.9
2016,APR,Q2,FINN AIR,FOREIGN,1942,3366,135.3,205.7
2016,APR,Q2,FLY DUBAI,FOREIGN,19528,21786,23.1,301.8
2016,APR,Q2,GULF AIR,FOREIGN,35639,39025,65.4,683.1
2016,APR,Q2,IRAN AIR,FOREIGN,1071,2294,0.7,28.8
2016,APR,Q2,IRAQI AIRWAYS,FOREIGN,0,123,0,0
2016,APR,Q2,ISLAND AVIATION SERVICES,FOREIGN,3972,4473,7.3,55.3
2016,APR,Q2,JAPAN AIRLINES,FOREIGN,3724,4675,494.4,295
2016,APR,Q2,KALITTA AIR,FOREIGN,0,0,1131.6,998.5
2016,APR,Q2,KAM AIR,FOREIGN,2532,3737,0,251
2016,APR,Q2,KENYA AIRWAYS,FOREIGN,4912,5080,13,7
2016,APR,Q2,KLM AIRLINES,FOREIGN,6437,8534,329.4,456.5
2016,APR,Q2,KOREAN AIR,FOREIGN,1494,2202,53.2,68.8
2016,APR,Q2,KUWAIT AIRWAYS,FOREIGN,27471,34201,306.8,1436.9
2016,APR,Q2,LUFTHANSA,FOREIGN,36572,55079,3698,3497.2
2016,APR,Q2,MAHAN AIR,FOREIGN,741,1975,8.2,37.7
2016,APR,Q2,MALAYSIA AIRLINES,FOREIGN,31875,34022,675.6,944
